R,G,B
114,86,100
102,74,89
112,83,101
121,94,113
122,97,118
116,92,116
106,86,113
101,82,110
98,81,113
85,70,103
80,66,99
82,71,105
90,79,113
93,79,114
87,73,108
88,74,109
97,83,116
92,78,111
91,77,110
90,76,109
91,78,108
94,79,110
93,78,109
77,58,77
74,56,72
82,61,78
78,57,76
74,53,72
83,61,82
90,71,93
86,66,91
76,58,84
72,54,80
66,50,77
73,60,88
75,62,92
72,59,87
68,58,85
71,61,86
69,61,85
67,59,82
68,63,85
74,71,90
72,71,89
68,67,83
59,61,76
57,59,74
58,62,74
59,63,75
59,61,76
52,53,73
50,48,70
45,43,65
45,41,64
53,48,71
65,59,85
72,63,90
73,63,90
77,64,90
74,60,85
73,58,81
78,60,82
82,65,84
87,68,87
93,75,91
102,81,96
111,87,100
112,86,97
116,90,101
124,96,110
125,94,109
115,84,99
109,77,92
109,77,92
115,81,97
113,79,95
111,77,93
110,78,93
113,81,96
116,84,99
118,86,101
118,87,102
109,81,96
117,89,104
124,97,114
121,96,117
112,88,112
101,81,108
97,78,106
95,80,111
90,76,109
86,72,105
87,76,110
96,85,119
99,85,120
93,79,114
94,80,115
102,88,123
96,82,115
93,80,110
91,78,108
92,79,109
94,79,110
94,79,110
63,44,63
69,48,65
84,61,79
84,61,79
86,63,83
94,70,92
98,74,98
90,66,90
83,60,86
76,53,81
64,45,73
75,60,89
73,62,92
69,59,86
66,56,83
69,61,85
67,62,85
65,60,82
67,64,85
65,64,82
64,65,83
62,64,79
57,61,73
55,59,71
53,60,70
55,62,72
55,61,73
49,50,68
51,49,70
49,47,68
49,45,68
57,52,75
69,61,85
73,63,88
71,61,86
73,60,86
72,58,84
75,57,83
80,61,83
85,66,86
91,70,89
96,75,92
100,77,93
109,83,96
111,83,95
117,89,101
125,95,107
120,90,102
110,78,91
107,73,87
112,78,92
116,82,96
112,78,92
110,76,92
112,78,94
116,82,98
117,83,99
117,83,99
115,83,98
117,86,102
121,92,110
124,97,116
118,93,114
106,82,104
95,75,100
94,75,103
94,77,109
95,80,113
89,75,110
90,78,114
97,85,121
99,85,121
92,78,114
92,78,114
100,86,121
93,80,110
92,79,107
91,78,106
92,79,107
95,80,109
93,78,107
54,35,54
67,46,63
88,65,83
95,70,89
100,75,94
107,82,103
104,79,101
94,70,92
90,66,90
83,59,85
67,47,74
79,64,93
77,67,94
71,61,88
68,58,83
71,63,87
69,64,86
68,63,85
71,68,87
59,58,76
59,61,76
60,64,76
58,62,74
54,61,71
53,60,70
53,62,71
55,61,73
48,51,66
52,53,71
55,53,74
56,53,74
62,57,80
72,64,88
73,63,88
71,58,84
67,53,79
68,52,79
72,54,80
80,60,85
89,67,88
94,73,92
96,73,93
98,74,90
103,77,88
106,79,88
114,84,94
118,88,98
109,77,90
97,65,78
98,66,79
110,76,90
115,81,95
109,75,89
107,73,89
114,77,94
121,84,101
122,85,102
116,82,98
111,78,95
118,87,103
121,92,110
123,96,115
115,90,111
103,79,101
93,73,98
94,75,103
95,80,111
94,80,113
89,75,110
88,77,111
95,83,119
95,81,117
86,72,108
86,72,108
93,79,114
87,74,104
87,74,100
88,75,101
91,78,106
93,78,107
90,75,104
82,61,80
90,67,85
96,73,91
106,82,98
108,81,100
110,83,102
111,83,105
107,82,104
102,76,101
95,69,94
87,64,90
85,69,96
85,72,98
80,67,93
68,58,83
67,57,82
73,65,88
72,67,89
65,62,81
73,72,90
59,61,76
48,52,64
47,51,63
51,57,69
54,62,73
55,64,73
56,62,74
63,65,80
65,64,82
64,61,82
66,63,84
72,67,90
70,62,86
67,57,84
73,60,88
61,47,73
64,48,75
73,55,81
86,66,91
96,74,97
100,76,98
102,77,99
106,79,98
105,77,91
111,81,91
113,83,93
107,77,87
96,66,78
91,61,73
99,69,81
111,79,92
113,81,96
111,79,94
111,78,95
116,82,99
118,84,101
119,85,102
123,86,104
125,90,110
114,83,101
117,88,106
118,91,110
111,86,108
102,78,102
95,75,102
96,77,105
98,81,113
95,80,113
91,77,112
83,72,106
79,68,102
82,68,103
89,75,110
94,80,115
95,81,114
89,74,103
89,75,101
90,76,102
92,78,104
90,77,103
85,72,98
96,77,96
106,85,102
112,89,107
109,85,101
113,86,103
114,87,106
114,87,106
109,84,105
105,80,102
100,75,97
97,73,97
94,76,102
93,77,103
87,73,98
76,62,87
71,59,83
72,63,84
70,62,83
62,57,77
65,62,79
51,50,66
39,41,54
39,43,55
47,53,65
54,62,73
54,62,73
52,58,70
64,66,81
69,66,85
68,65,86
68,63,85
69,64,87
64,56,80
63,50,78
68,53,82
64,48,77
65,49,76
72,53,81
80,60,87
88,65,91
93,69,93
99,75,99
106,81,102
109,81,95
110,83,92
108,81,90
100,73,82
90,62,74
90,62,74
102,74,86
115,87,101
117,86,101
115,84,100
116,85,101
121,88,107
122,89,108
122,87,107
121,86,106
122,87,109
112,80,101
114,85,105
113,85,107
106,81,103
99,75,101
95,75,102
97,78,106
97,82,113
92,78,111
87,73,106
78,67,101
75,64,98
80,66,101
88,74,107
93,79,112
95,82,112
93,79,105
91,77,102
90,76,101
90,76,101
89,77,101
86,73,99
102,83,102
106,85,102
105,82,98
110,86,102
113,89,105
116,89,106
114,87,106
110,83,102
107,79,101
104,79,100
104,80,102
104,82,105
103,83,108
96,78,102
85,67,91
76,61,84
74,61,81
69,57,77
61,52,71
58,54,71
45,42,59
35,34,50
38,40,55
52,55,70
60,66,80
56,62,76
51,54,69
66,65,83
73,68,88
73,68,90
73,65,89
69,60,87
60,50,77
57,44,74
64,49,80
74,57,89
77,58,88
80,59,90
84,64,92
87,64,92
93,69,95
103,79,105
115,90,111
114,88,101
112,86,95
106,80,91
94,68,79
85,61,74
89,65,78
105,81,94
118,94,108
120,93,108
118,91,108
121,92,110
126,97,117
129,97,118
126,92,116
121,87,111
120,86,110
111,79,102
111,82,104
107,79,102
99,73,98
95,71,97
95,75,103
97,78,108
95,78,110
95,80,113
87,73,106
77,66,98
76,65,97
84,70,103
90,77,107
95,82,112
96,83,111
97,83,108
93,79,102
89,75,98
89,75,100
91,79,103
90,78,102
104,87,103
102,84,98
98,77,92
107,84,100
111,87,103
113,89,105
112,85,102
107,80,97
104,77,96
105,80,99
108,83,104
106,82,104
107,83,105
102,80,101
90,71,91
81,64,83
75,60,81
70,57,77
64,52,72
60,51,70
49,45,62
42,39,56
48,47,65
63,64,82
71,74,91
62,65,82
49,50,68
65,62,81
75,67,90
78,70,94
76,66,93
70,60,87
62,49,79
60,45,76
68,53,84
78,61,93
81,64,96
87,68,100
89,68,99
87,67,95
90,67,95
101,78,106
115,91,113
118,94,108
115,92,102
104,83,92
91,70,79
84,64,75
91,71,83
106,86,98
118,97,112
117,96,111
117,94,112
121,96,115
129,101,123
133,104,126
128,98,122
124,92,116
120,88,112
111,81,105
111,81,105
105,77,102
94,68,95
91,66,95
93,73,101
94,75,105
89,74,105
97,83,116
90,76,109
83,72,104
84,73,103
92,79,109
94,81,109
94,81,107
93,80,106
94,80,103
92,78,101
90,76,99
92,78,101
94,82,104
94,82,106
110,96,113
114,96,112
112,91,106
106,84,97
111,87,101
114,90,104
111,87,103
106,82,98
104,79,98
106,81,100
109,84,103
104,77,96
107,80,99
104,79,100
98,73,94
90,67,87
83,61,82
77,58,78
71,56,75
67,54,74
60,51,70
57,49,70
62,57,79
74,71,92
78,76,97
65,63,84
50,47,68
65,57,80
75,65,90
79,69,94
79,66,94
74,61,91
66,51,84
66,51,84
77,61,97
76,59,95
82,65,99
91,71,106
93,73,108
88,69,101
86,65,96
93,72,103
105,82,108
118,97,112
116,94,106
105,85,96
89,72,82
83,67,78
91,75,86
101,87,100
111,94,110
111,94,110
111,92,111
116,94,115
125,101,125
131,105,130
130,102,127
124,94,120
121,91,119
115,85,113
115,85,113
107,78,108
93,66,97
89,64,94
91,70,101
92,73,105
86,69,101
98,83,114
91,78,108
87,76,106
91,81,108
96,83,109
92,79,105
87,75,99
84,72,94
90,76,99
91,78,98
94,81,101
97,83,106
98,86,108
95,83,105
105,93,107
107,91,104
109,91,105
107,87,99
112,90,103
115,93,106
116,92,106
112,88,104
109,85,101
107,82,101
108,83,102
100,71,89
103,74,92
107,78,96
104,77,96
96,71,90
90,67,87
85,64,83
82,63,83
74,59,80
74,60,83
71,61,85
70,62,85
74,69,92
76,72,95
66,62,85
53,48,71
67,57,82
77,64,90
79,66,94
79,64,95
75,60,93
68,52,88
69,53,89
80,64,100
85,68,104
92,75,111
103,83,120
106,86,123
100,80,115
94,75,107
96,77,109
103,83,110
113,95,111
110,93,103
99,82,92
84,68,79
80,67,77
89,77,89
100,88,102
104,91,108
105,92,109
103,88,107
107,89,111
116,97,119
124,101,127
126,100,127
121,95,122
120,91,121
116,85,116
119,88,120
112,83,114
96,69,102
89,64,96
91,70,101
92,73,105
85,70,101
92,79,109
88,75,105
86,76,103
91,81,106
92,80,104
84,72,94
78,66,88
78,66,86
90,77,97
94,81,101
99,86,106
100,87,107
96,84,104
90,78,100
92,79,96
91,74,90
96,78,92
106,86,98
110,88,101
114,92,105
117,95,108
115,92,108
110,87,103
104,81,99
103,76,93
100,69,85
105,72,89
111,78,95
112,81,99
106,77,95
98,71,90
93,70,90
93,71,92
85,67,89
88,73,96
85,71,96
77,64,90
73,63,90
76,67,94
74,65,92
68,59,86
76,63,91
82,66,95
81,64,96
77,60,92
74,57,91
67,50,86
67,49,87
77,59,99
93,75,115
99,81,119
107,89,127
111,94,130
106,89,125
98,81,115
97,80,114
102,83,111
106,89,105
102,86,97
90,74,85
73,60,70
73,61,73
86,75,89
99,88,102
103,92,108
103,92,109
98,86,106
97,84,104
107,89,113
115,95,122
118,95,123
117,92,121
116,89,120
113,84,115
121,90,124
117,87,121
100,73,108
91,65,100
92,71,104
95,75,110
89,72,106
91,76,107
86,73,103
85,75,102
89,79,104
87,75,97
78,66,86
77,65,85
82,71,88
96,83,101
102,87,106
104,91,109
100,87,107
88,76,96
79,67,87
87,78,95
85,74,90
94,82,96
97,83,98
102,85,101
108,90,106
112,94,110
111,93,109
105,86,105
96,77,96
92,69,89
98,69,87
106,73,90
114,81,98
117,84,101
112,81,97
103,74,92
100,73,90
99,74,93
98,74,96
103,81,104
96,78,102
81,65,91
74,60,86
79,66,94
82,71,101
82,71,103
82,69,99
83,70,100
80,65,98
74,58,94
70,54,90
62,46,83
62,44,84
70,52,92
87,69,109
91,73,113
98,80,120
101,83,121
96,80,117
88,72,109
86,70,106
88,73,102
98,85,102
93,81,91
79,67,77
63,53,64
64,56,69
81,75,89
95,91,105
99,95,110
98,94,111
91,86,106
90,82,103
98,86,108
107,91,117
111,93,119
110,90,117
111,88,116
108,82,111
119,93,122
118,91,122
101,76,106
91,68,97
93,74,104
96,80,109
92,77,106
92,79,107
86,76,103
87,77,102
88,80,104
84,74,98
76,67,88
79,70,91
89,80,99
103,90,110
107,94,112
108,95,113
98,87,104
82,70,90
69,60,79
80,77,98
81,76,96
82,75,93
86,77,96
69,60,79
70,58,78
87,75,97
97,85,107
96,84,108
90,76,101
83,65,89
88,63,84
100,71,91
110,79,97
115,82,99
116,82,98
115,81,97
111,77,93
106,72,88
110,77,94
105,76,96
100,75,97
92,69,95
82,63,91
74,59,90
75,61,94
78,67,101
75,68,102
87,80,114
86,76,113
68,56,94
57,45,83
56,41,80
57,40,82
61,44,86
76,58,100
88,70,112
82,65,107
74,58,97
78,63,102
78,66,104
74,64,101
81,70,102
68,59,76
72,65,73
72,69,78
73,71,82
73,73,85
72,76,88
76,82,96
80,86,102
87,93,109
84,87,106
83,84,104
87,84,105
88,80,101
89,77,99
94,79,102
103,85,107
97,78,98
103,84,104
106,87,109
100,82,104
91,76,97
89,74,97
91,77,100
93,81,105
95,85,109
91,83,107
82,76,102
77,71,97
77,73,98
83,79,104
85,81,106
84,79,102
88,76,98
96,83,103
98,85,105
90,78,98
77,68,89
68,60,81
70,71,92
73,71,92
72,69,90
73,70,89
66,61,81
70,65,87
81,73,96
79,71,95
78,70,94
83,74,101
91,77,103
92,70,93
99,71,93
101,72,92
101,70,88
103,69,85
108,72,86
110,74,88
109,73,87
110,73,90
108,75,94
105,76,98
97,73,97
86,66,94
78,61,93
78,64,99
80,70,105
81,75,111
86,82,117
81,75,113
69,61,100
64,53,93
60,48,88
61,46,87
66,49,91
73,55,97
81,64,106
80,63,105
79,64,105
82,70,110
74,64,101
61,53,90
62,55,86
60,53,69
62,59,68
66,64,75
68,70,82
71,75,87
72,80,93
75,84,99
75,87,103
73,82,99
75,82,100
80,85,104
90,91,111
94,89,109
94,85,106
96,84,104
101,88,108
92,78,95
96,82,99
99,85,102
97,84,101
95,82,100
96,84,104
101,89,109
103,94,115
104,96,119
104,96,120
97,91,117
90,86,111
85,82,109
83,80,107
80,77,104
77,73,98
84,75,96
94,81,101
95,83,103
87,78,97
76,68,89
69,61,82
64,62,86
64,60,83
62,59,80
67,64,83
64,59,79
71,66,88
77,72,94
70,65,88
66,61,84
71,65,91
80,67,93
81,62,84
88,63,84
91,64,83
92,63,81
98,65,82
104,70,86
106,72,88
105,71,87
108,75,92
111,79,100
109,81,104
100,77,103
89,70,100
81,66,99
79,68,102
82,72,107
85,79,115
81,75,113
73,65,104
71,60,100
74,62,102
71,56,97
70,54,93
76,60,99
82,66,105
80,64,103
77,61,100
81,66,105
84,72,110
72,62,99
57,49,86
58,51,82
63,56,74
64,61,72
68,66,77
72,74,86
77,80,95
77,84,100
76,85,102
74,82,101
67,74,93
73,78,98
85,87,108
97,95,117
101,96,118
99,89,113
97,85,107
98,85,105
90,77,95
91,78,96
93,80,98
95,82,100
98,85,105
102,90,110
110,98,120
113,103,127
117,109,132
120,112,136
117,111,137
108,102,130
95,90,120
86,81,111
78,73,103
73,67,93
82,70,92
88,75,95
88,76,98
81,72,93
73,65,86
68,60,81
59,55,78
55,52,73
52,49,70
65,62,81
59,56,75
65,62,83
74,71,92
72,68,91
65,61,84
57,53,78
51,41,66
59,41,63
72,48,70
83,58,79
95,68,87
103,74,92
109,78,94
107,76,92
102,71,87
109,80,98
112,85,104
110,86,108
101,81,108
90,74,103
85,71,104
86,75,109
86,78,115
83,77,115
72,66,104
63,55,94
67,59,98
78,67,107
76,64,104
77,62,101
85,69,108
99,83,122
83,68,107
73,58,97
77,65,101
80,70,105
70,63,96
66,59,92
71,65,93
72,68,85
74,70,84
77,75,88
81,83,96
86,89,106
84,89,108
78,85,104
72,80,101
72,78,100
78,83,105
87,89,112
95,93,115
98,93,116
98,88,112
97,85,109
97,83,106
91,79,99
88,77,94
88,77,94
92,80,100
98,86,106
104,95,116
113,103,127
120,110,135
126,118,142
131,122,149
128,122,150
115,109,137
98,91,122
84,79,109
76,71,101
75,66,95
80,68,92
81,69,89
76,67,88
70,61,82
65,57,78
64,59,79
56,52,75
52,49,70
49,46,65
59,56,75
55,52,71
61,58,77
67,64,85
65,61,84
61,57,80
54,50,73
48,40,63
52,37,60
65,46,66
79,58,77
92,69,87
103,78,97
109,82,99
105,78,95
98,71,88
103,78,97
107,83,105
107,84,110
99,80,108
93,78,109
93,82,116
95,85,120
94,86,123
84,78,116
72,65,106
61,53,94
67,56,98
79,67,107
78,66,106
79,64,103
87,72,111
97,83,119
80,66,102
73,59,95
77,66,100
77,67,101
70,63,96
72,65,98
79,73,101
76,71,91
78,74,91
81,78,95
84,85,103
88,91,110
86,91,111
80,86,108
75,81,105
78,82,107
80,84,109
84,86,111
87,85,109
89,83,109
94,84,109
98,85,111
100,88,112
89,80,101
85,76,97
85,76,97
91,82,103
99,90,111
107,99,122
118,110,133
128,120,144
127,118,145
131,122,151
127,118,147
112,103,134
95,85,119
84,74,108
79,69,103
78,69,98
83,71,95
79,67,89
69,60,81
62,53,74
61,53,74
66,61,81
56,51,73
54,51,70
52,49,68
50,47,66
51,50,68
57,56,74
57,56,74
49,47,68
51,49,71
62,60,82
68,65,86
66,54,76
70,55,76
75,58,77
79,62,80
87,69,85
96,75,92
97,74,92
93,70,88
93,72,91
97,78,98
99,81,105
96,82,108
95,84,114
100,90,124
99,92,126
93,87,123
81,75,113
75,67,108
63,55,96
62,51,91
69,58,98
71,59,97
72,60,98
78,66,102
74,62,98
69,58,92
75,64,98
82,73,104
74,67,98
69,63,91
70,66,93
72,68,93
70,65,87
72,69,88
75,74,92
81,79,100
84,85,106
85,87,110
81,85,110
79,83,108
77,81,106
80,82,107
80,80,106
79,76,103
82,76,102
91,82,109
98,88,113
101,91,116
87,79,102
81,76,96
82,77,97
92,84,107
99,91,114
106,98,122
119,111,135
132,123,150
121,112,141
123,114,143
117,108,139
101,92,123
86,76,110
79,69,103
79,69,103
81,70,100
82,72,96
76,67,88
65,56,77
57,49,70
59,54,74
69,66,85
70,60,85
74,64,89
78,70,94
83,75,99
85,77,101
83,78,101
81,76,98
86,78,99
88,79,100
94,82,104
104,90,113
116,101,124
124,106,130
124,104,131
121,101,128
137,114,142
141,118,146
139,119,147
129,109,137
114,95,123
102,83,111
89,73,102
82,66,95
83,64,94
82,63,91
76,57,85
79,60,88
90,71,99
92,73,101
86,67,95
83,64,92
87,68,96
87,68,96
78,59,87
75,56,84
84,65,93
90,71,99
90,71,99
88,72,101
79,64,95
84,69,102
88,73,106
92,77,110
96,80,116
99,83,119
96,80,116
91,75,111
83,68,101
85,70,101
87,72,101
88,74,99
88,74,97
88,75,95
89,76,94
91,76,95
98,79,98
100,77,97
101,77,99
102,76,101
99,73,100
95,69,98
97,70,101
101,74,105
112,85,116
111,86,116
110,87,115
108,88,113
70,60,85
75,65,90
81,73,97
86,78,102
84,79,102
80,75,98
78,70,94
83,73,97
83,71,93
84,70,93
92,77,100
105,87,111
114,96,120
119,99,126
119,99,126
132,109,137
138,115,143
137,117,145
128,108,136
112,93,121
99,80,108
85,69,98
77,61,90
75,59,88
79,63,92
79,63,92
82,66,95
87,71,100
85,69,98
82,66,95
86,70,99
87,71,98
91,75,102
86,70,96
81,65,91
85,69,95
85,69,96
82,66,93
81,65,92
78,63,94
78,63,96
83,68,101
92,77,110
97,81,117
97,81,117
97,81,117
98,82,118
94,79,112
92,77,108
91,76,105
91,77,103
93,79,104
93,79,102
93,80,100
93,78,97
99,78,97
100,75,96
103,78,100
108,80,105
107,78,106
103,74,104
103,74,105
103,76,109
109,82,115
108,83,113
104,84,111
100,82,106
80,67,93
85,72,98
89,79,104
92,82,107
87,79,102
77,69,92
70,62,85
79,69,93
78,66,90
76,64,88
80,66,91
89,73,99
102,84,110
111,93,119
117,97,124
122,102,129
130,110,137
132,112,140
124,104,132
110,90,118
95,76,104
83,64,94
73,57,86
73,56,88
80,65,94
84,69,98
86,70,99
85,69,96
79,63,90
78,62,89
85,69,95
84,68,94
92,76,102
92,77,100
87,72,95
85,69,95
80,64,90
74,58,84
74,58,87
85,70,103
80,64,100
81,65,101
91,75,111
96,81,114
92,77,110
92,77,108
98,83,114
103,88,117
99,85,111
95,81,106
95,81,104
96,83,103
97,84,104
95,82,100
96,79,98
96,72,94
102,74,97
107,79,104
113,85,110
112,83,111
107,78,108
103,76,107
105,78,109
105,80,110
104,84,112
101,83,109
93,77,103
91,72,100
88,70,96
83,67,93
87,73,98
92,78,101
82,70,92
67,55,79
75,62,90
79,66,96
80,67,97
77,62,91
79,64,93
90,74,101
96,80,107
98,79,107
109,91,117
110,90,117
116,96,124
108,88,116
89,68,99
85,64,95
83,62,95
68,49,81
62,47,76
79,64,93
85,70,99
79,65,91
79,65,90
82,68,91
84,71,91
87,74,92
84,69,88
81,66,85
82,64,86
83,65,87
80,62,86
77,59,85
80,61,89
84,67,99
89,73,112
87,72,113
82,67,106
79,65,100
84,69,102
90,75,104
89,75,101
82,68,91
96,81,102
104,89,108
101,87,104
103,86,104
113,96,114
109,92,110
100,83,101
103,84,104
109,83,110
109,78,109
109,79,107
112,83,111
113,84,112
109,83,110
112,87,116
118,95,123
104,84,111
96,80,106
89,75,101
81,68,94
95,72,101
89,69,96
85,67,93
88,73,96
93,78,101
86,72,95
73,59,84
71,58,88
75,61,96
78,64,97
77,64,94
78,65,93
82,67,96
86,72,98
89,73,100
98,82,108
101,83,109
104,85,113
95,75,103
79,58,89
82,58,90
86,62,96
77,56,89
74,59,88
80,67,95
75,62,88
67,55,79
73,59,82
80,67,85
82,69,86
83,70,87
83,69,86
75,61,78
72,55,74
72,54,76
72,54,78
72,54,80
77,59,85
81,64,96
83,67,106
83,68,111
80,65,104
78,64,99
82,67,98
86,72,98
85,71,94
80,67,85
96,82,99
106,92,107
108,91,107
107,90,106
110,93,109
105,88,104
99,82,98
106,87,107
111,85,114
111,80,112
111,80,111
111,82,112
108,82,109
104,80,106
105,82,108
109,89,114
103,85,109
96,82,105
89,77,101
84,71,97
90,67,96
84,64,92
82,62,90
87,69,95
92,76,102
87,73,98
78,64,90
68,54,87
70,59,93
76,65,97
81,67,100
78,65,95
74,59,88
75,61,87
80,64,91
87,71,97
90,72,98
90,71,99
80,61,89
70,51,81
78,57,90
90,68,104
89,70,102
93,78,107
88,75,103
73,60,86
62,50,74
70,56,79
79,66,86
79,66,84
77,64,81
80,66,83
72,58,75
67,50,69
65,47,69
67,49,73
70,52,78
76,58,84
79,63,92
77,61,98
78,63,102
79,65,101
78,64,99
80,65,96
82,68,94
82,68,91
80,67,85
93,79,96
104,90,107
109,92,110
107,90,108
106,89,107
100,83,102
98,81,100
108,86,109
113,84,114
112,81,113
110,81,112
110,81,111
104,78,105
99,75,101
98,75,101
100,80,105
101,83,107
95,79,105
90,76,102
86,73,101
79,59,87
78,58,86
78,59,87
83,67,94
89,73,99
86,72,97
78,65,93
68,57,89
71,60,92
78,67,99
84,73,103
78,68,95
70,57,85
68,55,81
74,60,86
77,63,88
81,65,91
81,65,92
73,57,86
70,53,85
85,66,98
100,80,115
104,87,119
111,96,125
105,92,118
88,76,100
75,63,85
78,65,85
80,67,85
75,62,79
72,59,76
73,59,76
72,58,75
74,57,76
72,55,74
71,53,75
72,54,78
76,58,82
79,63,90
74,58,94
76,62,98
80,66,101
80,66,99
81,66,95
82,68,94
82,68,91
82,69,89
88,73,92
95,80,99
101,84,103
102,85,104
100,83,102
97,79,101
97,79,101
102,82,107
108,82,111
110,81,112
110,81,112
106,79,110
101,76,105
96,73,99
93,73,98
93,75,99
94,79,102
91,77,102
87,74,100
86,73,101
73,54,82
76,57,87
80,61,91
86,70,99
90,74,103
87,72,101
81,68,96
74,63,95
75,66,97
81,72,103
85,74,104
79,69,96
70,60,87
68,58,83
73,61,85
71,59,83
79,65,90
79,65,91
76,60,89
83,66,98
98,81,113
112,95,129
119,104,135
123,110,138
123,110,136
111,99,123
98,86,110
92,78,101
82,69,89
72,59,77
69,56,73
64,50,67
73,59,76
82,65,83
81,64,83
75,58,77
72,54,76
75,57,79
77,61,87
74,59,90
75,61,94
79,65,98
82,69,99
84,69,98
83,69,95
85,71,94
86,73,93
85,70,91
84,69,90
90,72,94
94,76,98
95,77,99
97,79,103
97,79,103
96,76,103
102,77,107
105,78,111
107,80,111
104,79,109
101,76,105
97,74,102
94,74,99
92,74,98
88,72,98
88,74,99
86,73,99
84,71,99
80,61,89
81,62,92
85,66,96
89,73,102
91,75,104
89,74,103
86,73,103
79,68,98
81,72,101
82,73,102
78,69,96
76,66,93
75,65,90
74,64,88
72,62,86
69,59,83
79,66,92
78,65,93
78,65,93
93,80,110
110,97,127
120,106,139
128,115,145
129,116,144
131,118,144
124,112,136
111,99,123
99,85,108
82,69,89
69,56,74
68,55,72
62,48,65
73,59,76
82,65,83
80,63,81
73,56,75
71,54,73
73,56,75
73,58,81
75,60,89
73,60,90
75,62,90
80,67,95
84,70,96
84,70,95
85,71,96
88,74,97
85,70,93
80,65,88
86,68,92
92,74,100
93,75,101
97,79,105
98,80,106
93,73,101
98,73,105
103,78,110
106,81,111
103,80,109
101,78,106
98,78,105
95,77,101
90,75,98
86,72,97
89,77,101
89,76,102
83,73,100
87,71,100
83,66,98
83,66,98
85,68,100
87,70,104
88,71,105
87,72,103
81,70,100
84,75,104
78,69,98
68,59,86
68,59,86
78,70,94
78,70,93
71,61,85
70,60,85
77,67,92
71,61,88
75,62,90
97,84,114
116,102,135
124,110,145
131,117,150
129,116,144
129,116,142
119,107,131
105,93,117
94,80,103
78,65,85
66,53,71
67,54,72
75,61,78
77,63,80
76,59,77
70,53,71
69,52,70
74,57,75
77,60,78
75,60,81
73,59,84
67,54,82
67,54,80
74,61,87
80,66,91
81,67,92
82,68,93
85,71,96
89,73,99
85,69,95
93,75,101
97,78,106
91,72,100
94,75,103
99,80,108
95,74,105
96,72,104
103,79,111
107,83,115
103,83,111
101,81,108
99,81,107
97,79,105
90,74,100
90,76,101
95,82,108
97,84,112
87,76,106
92,76,105
83,66,98
79,62,94
78,61,95
79,62,96
82,65,99
85,70,103
80,69,99
84,75,102
75,66,93
59,51,75
62,54,78
79,71,95
81,73,96
68,60,83
71,61,86
75,65,90
67,57,84
68,57,87
94,83,115
116,105,137
122,111,145
129,118,150
128,115,143
123,110,136
107,94,120
94,82,106
86,72,97
74,60,83
64,51,71
66,53,71
91,76,95
83,68,87
71,54,72
62,45,63
67,50,68
78,61,79
84,67,85
80,65,84
71,57,80
63,51,75
61,49,73
68,56,80
77,63,88
79,65,90
79,65,90
82,68,94
93,77,104
91,75,102
102,83,111
103,84,114
91,72,102
92,73,103
100,81,111
97,78,108
95,74,105
103,82,113
107,86,117
103,84,114
101,82,110
98,82,108
95,79,105
89,75,100
93,81,105
99,89,114
101,91,118
91,80,110
76,61,90
73,58,89
76,61,92
81,64,98
86,69,103
85,68,102
76,61,94
81,68,98
79,69,96
77,67,94
77,67,92
81,71,96
82,72,96
74,64,88
64,54,78
65,57,81
72,64,88
64,55,82
59,50,79
85,76,107
119,109,143
129,119,154
124,113,147
129,116,146
106,93,121
89,76,104
88,75,101
91,77,103
89,75,100
75,61,86
56,42,65
74,59,82
78,63,84
75,58,77
71,54,72
80,63,81
90,73,89
88,71,87
83,69,86
69,56,76
56,44,68
57,45,69
74,62,86
82,68,94
74,60,86
68,54,80
72,57,86
88,72,101
94,77,109
104,85,117
95,76,108
83,64,96
95,76,108
108,89,121
101,82,114
92,73,105
102,83,115
104,85,115
94,78,107
88,72,99
90,76,102
91,77,102
87,75,99
90,77,103
90,80,105
93,83,110
93,84,113
74,61,89
77,64,92
83,68,99
86,69,101
87,70,102
83,66,98
73,56,88
83,70,98
78,68,95
78,68,93
81,71,96
84,74,98
81,71,95
73,63,87
67,57,81
59,51,75
70,62,86
73,64,91
76,67,98
96,86,120
119,109,143
129,119,154
129,119,153
133,122,152
113,100,128
89,76,104
74,61,89
74,59,88
84,69,98
83,69,95
69,55,81
68,52,78
77,62,85
80,62,84
81,64,83
89,72,90
91,74,90
81,64,80
72,58,75
74,61,81
66,54,76
66,54,78
76,64,88
82,68,94
77,62,91
72,57,86
73,58,89
79,62,94
86,69,101
95,76,108
88,69,101
78,59,91
91,72,104
105,86,118
101,82,114
90,73,105
96,81,112
95,80,109
87,72,101
84,70,96
87,74,100
90,78,102
86,76,100
87,77,102
88,78,105
89,80,109
91,82,111
74,64,91
79,66,94
84,69,98
84,68,97
84,67,99
86,67,99
78,62,91
86,71,100
81,67,93
82,68,94
89,75,101
90,76,101
81,69,93
74,62,86
73,61,85
61,51,76
70,60,87
79,68,98
86,75,107
95,85,119
110,100,135
124,114,151
134,122,158
131,117,150
111,97,130
87,73,106
67,54,84
64,49,80
76,61,92
84,69,100
78,63,94
71,55,84
78,62,89
82,64,88
85,67,89
91,74,92
88,71,89
77,60,76
69,55,72
79,66,86
78,66,88
77,65,89
77,65,89
79,65,91
78,63,92
75,60,91
72,57,90
71,54,88
77,60,94
85,66,98
79,60,92
73,54,84
86,67,97
100,81,111
97,80,112
92,77,108
94,79,112
91,76,107
84,71,101
84,71,99
90,77,105
