R,G,B
93,67,92
94,70,96
93,70,98
95,72,100
89,69,97
80,57,85
79,55,77
92,64,86
102,73,95
113,79,103
120,82,107
116,76,100
116,74,98
124,82,106
126,86,110
119,81,102
109,76,95
104,75,93
105,82,98
109,91,103
112,99,109
115,101,114
113,96,114
100,82,104
89,74,95
93,81,103
101,91,115
105,97,121
106,100,126
110,104,130
96,90,116
90,81,108
88,78,103
92,78,104
92,74,100
95,72,98
93,69,93
84,61,87
73,57,84
74,59,88
80,66,92
84,68,95
75,59,85
65,49,75
68,50,74
78,59,81
90,68,89
100,77,97
108,85,103
120,96,112
136,109,126
141,112,130
143,112,128
144,116,131
149,122,139
139,115,131
143,116,131
150,123,138
152,124,139
143,115,129
124,93,108
101,70,86
80,51,69
88,61,80
95,70,91
98,74,96
100,78,101
102,79,105
99,79,106
95,76,104
93,77,104
91,75,104
84,70,96
77,63,89
80,67,93
98,85,111
118,108,132
133,123,147
135,125,149
137,127,151
143,131,153
147,135,157
152,138,161
153,139,162
152,137,160
150,135,156
146,132,149
99,75,101
101,76,105
95,72,100
96,73,102
96,72,104
88,63,92
86,58,81
96,64,85
102,69,90
105,70,92
110,70,94
111,67,92
115,71,96
127,83,106
127,83,106
120,78,98
111,74,92
108,75,92
111,83,98
113,89,102
113,93,104
111,93,107
108,89,108
100,82,104
95,80,101
100,86,109
104,92,116
104,96,120
109,103,129
117,111,137
109,100,127
99,89,116
97,84,112
101,85,112
103,85,111
104,81,109
96,72,98
81,58,86
68,52,81
73,60,90
80,67,95
81,66,95
74,60,86
69,55,80
69,53,79
70,55,78
80,62,84
95,76,96
110,86,108
121,96,117
132,104,126
134,105,125
136,104,125
140,111,131
144,117,136
135,110,129
139,112,129
145,118,135
142,113,131
131,102,120
115,84,102
96,65,83
79,50,68
88,59,79
96,68,90
99,74,96
101,77,103
102,79,107
99,79,106
96,76,104
90,71,99
88,72,99
83,69,95
81,67,93
91,79,103
114,102,126
131,121,145
140,130,154
136,126,150
138,128,152
145,133,157
151,139,163
155,141,166
154,140,165
153,137,163
152,137,160
146,131,150
103,80,108
105,82,110
95,72,101
94,71,100
98,74,106
92,67,96
93,63,87
99,66,87
98,63,85
97,59,82
100,58,82
102,58,83
113,68,91
130,85,108
126,81,102
120,77,97
112,73,92
113,76,94
116,84,99
116,88,102
114,88,101
108,86,99
107,86,105
102,85,104
103,88,109
109,96,116
110,98,120
109,99,123
115,107,131
123,117,143
120,111,138
105,95,122
100,87,115
105,89,118
111,92,120
114,91,119
102,78,104
82,59,87
66,50,79
74,61,91
80,67,95
76,63,91
71,58,84
69,56,82
67,55,79
64,50,75
77,62,85
95,77,99
112,90,113
120,96,118
125,100,122
126,98,120
129,100,122
138,109,131
137,109,131
129,104,123
132,105,124
135,108,125
130,101,119
118,89,107
105,74,92
90,59,77
84,55,75
90,62,84
95,70,92
97,73,97
98,75,101
101,78,106
98,78,106
95,76,104
81,65,92
84,68,95
82,68,94
85,71,97
101,89,113
128,116,140
144,134,158
149,139,163
142,132,156
144,134,158
150,138,162
154,142,166
155,141,166
152,138,163
151,135,161
151,135,161
146,133,153
100,77,106
106,83,112
106,82,114
89,65,97
79,55,87
88,62,91
96,64,88
98,63,85
100,62,85
101,61,85
106,64,88
113,69,94
122,77,100
130,82,106
130,85,106
129,86,106
123,81,101
118,79,98
119,85,101
116,84,99
112,81,96
112,85,100
107,86,103
112,93,113
105,87,109
98,84,107
110,98,122
115,105,130
117,108,135
126,117,144
113,104,133
117,106,136
104,91,119
98,82,111
115,95,123
117,94,123
94,69,98
74,51,80
70,54,83
75,60,91
78,65,95
78,65,95
68,58,85
55,45,72
58,48,73
78,66,90
79,65,90
96,81,104
105,85,110
110,88,111
124,98,123
128,100,125
129,99,125
138,108,132
137,109,131
134,109,130
137,109,131
130,103,122
115,86,106
105,76,96
100,68,89
90,58,79
87,58,80
94,65,87
98,70,93
98,72,99
102,77,106
106,83,112
102,81,112
96,76,104
87,68,96
80,64,90
83,69,94
100,86,111
118,106,130
132,120,144
140,130,154
147,137,161
148,138,162
153,143,167
158,146,170
155,143,167
152,138,164
149,135,161
148,132,159
146,130,156
133,119,142
97,77,105
100,80,108
101,78,107
89,66,95
81,58,87
89,63,92
102,70,94
104,69,91
107,69,92
109,69,93
114,72,96
122,78,103
132,87,110
137,92,115
131,86,109
130,87,107
125,83,103
123,84,103
126,89,107
122,88,104
114,82,97
110,82,97
108,85,103
110,91,110
103,86,105
96,83,103
105,93,115
110,100,124
110,102,126
117,108,135
110,101,130
113,102,132
101,88,116
95,79,108
110,90,118
115,90,120
99,73,102
84,59,89
82,63,93
78,61,93
72,57,88
70,55,84
67,54,82
59,49,76
64,54,79
80,70,95
92,80,104
97,83,108
103,85,109
107,87,112
116,92,116
125,99,124
133,105,130
138,110,135
138,113,135
136,111,132
137,109,131
125,97,119
105,76,96
94,65,85
94,62,83
90,58,79
82,53,75
89,61,84
96,70,95
101,77,103
105,82,110
107,83,115
99,78,109
89,70,100
82,66,92
80,64,90
86,72,97
104,90,115
123,111,135
138,126,150
147,137,161
155,145,169
151,141,165
155,145,169
160,148,172
158,146,170
155,141,167
152,138,164
147,131,158
140,126,152
127,115,139
97,78,106
96,76,104
96,73,102
89,66,94
86,61,90
90,64,91
104,72,96
107,72,96
111,73,98
114,74,100
120,77,104
129,85,112
137,93,118
143,99,124
135,91,116
131,87,110
127,85,107
126,87,108
127,89,110
121,87,104
110,77,94
99,71,86
104,81,99
104,85,104
97,80,99
91,76,97
97,83,106
100,90,114
99,91,115
103,94,121
105,94,124
107,94,124
97,82,113
94,75,107
103,82,113
110,85,117
102,75,106
94,67,98
97,72,104
85,64,95
70,51,81
63,47,76
65,50,79
65,52,78
71,61,86
86,76,101
100,88,112
89,75,100
93,75,101
99,79,106
103,79,105
118,92,119
135,106,134
132,104,129
135,110,132
133,108,130
132,104,127
117,89,112
95,66,88
86,57,79
94,62,85
98,66,89
85,55,79
91,61,85
96,68,93
98,72,101
101,76,106
102,78,110
95,74,107
89,68,99
84,66,92
86,71,94
97,83,106
115,101,124
131,119,141
144,132,154
150,140,164
156,146,170
154,144,168
157,147,171
161,148,174
161,148,174
161,147,173
155,141,167
145,129,158
134,118,145
121,107,132
103,84,112
95,76,104
93,73,100
92,69,95
91,67,93
94,68,93
101,69,93
105,70,94
107,72,96
112,74,99
118,78,104
125,85,111
135,92,119
141,99,123
140,98,122
131,89,113
125,83,107
123,84,105
121,83,104
117,82,102
107,74,93
92,63,81
98,75,91
96,78,94
90,73,91
86,71,90
90,77,97
94,82,104
93,83,107
91,83,107
96,86,113
97,84,114
94,79,110
95,76,108
99,78,109
104,79,111
100,73,104
98,69,100
100,73,106
92,65,98
77,52,84
67,47,75
70,51,79
70,56,82
78,65,91
90,80,105
90,78,102
68,54,79
73,57,83
86,68,94
88,65,91
107,83,109
127,101,128
120,91,119
126,100,125
124,99,121
125,97,120
113,85,108
92,63,85
86,57,79
102,70,93
113,81,104
99,69,93
96,68,93
91,65,92
88,63,92
89,66,95
93,69,103
93,71,107
91,72,104
85,69,95
96,81,104
112,98,121
130,116,139
141,129,151
146,134,156
147,137,161
149,139,163
154,144,168
156,146,170
161,148,174
163,150,176
165,151,177
158,144,170
144,128,157
128,112,141
113,99,125
106,87,115
99,79,106
96,73,99
93,71,94
93,69,93
96,70,95
99,69,95
104,70,97
106,72,99
109,73,99
113,77,103
121,82,109
129,89,116
134,94,120
139,99,125
125,85,111
119,79,105
118,80,103
117,79,102
118,83,105
116,83,104
105,74,92
100,76,92
96,75,92
92,73,92
88,73,92
90,77,97
96,84,108
95,85,110
89,79,106
86,75,105
85,72,102
89,74,105
96,77,109
99,75,109
98,72,107
95,68,101
94,64,98
98,67,99
97,66,98
89,60,91
81,56,85
78,58,85
76,60,86
81,67,92
91,79,103
74,62,86
52,38,63
59,44,67
77,59,83
83,60,86
101,77,103
117,91,118
106,80,107
116,90,115
115,89,114
120,92,117
114,86,111
97,67,91
93,63,87
108,76,100
120,88,112
106,76,102
101,71,97
94,65,93
89,62,93
88,63,95
88,64,98
88,66,102
90,69,102
88,70,96
104,89,110
126,113,133
143,130,150
149,137,159
149,137,159
145,135,159
144,134,158
152,142,167
154,144,169
158,145,171
161,148,174
164,149,178
157,142,171
141,125,154
125,109,138
104,89,118
98,82,109
95,77,103
93,74,96
90,68,89
90,66,88
96,71,93
105,75,101
108,75,102
109,76,103
111,77,104
113,79,104
118,82,108
123,87,113
127,91,117
130,95,119
114,79,103
111,76,100
114,79,103
113,78,100
123,90,111
131,98,119
121,92,112
107,83,99
99,78,93
97,79,95
95,80,99
95,82,102
100,88,110
99,89,113
89,79,104
76,66,93
72,59,89
81,66,97
95,76,108
97,73,107
94,67,102
93,63,97
90,59,93
96,61,94
102,67,99
99,68,99
96,67,97
94,69,98
86,68,94
81,67,92
84,72,96
66,54,78
50,38,62
56,42,65
74,59,82
85,65,90
96,73,99
104,80,106
98,72,99
105,79,104
103,77,102
112,84,109
116,88,113
106,76,100
101,71,95
109,77,101
116,84,108
104,74,100
99,70,98
96,70,99
96,71,101
95,71,103
91,67,101
86,64,100
84,65,97
90,75,98
112,97,118
137,124,144
151,138,158
153,141,163
152,140,162
149,139,163
147,137,161
151,141,166
153,143,168
156,143,169
157,144,170
158,143,172
151,136,165
136,120,149
120,104,133
98,83,112
84,68,95
87,69,95
89,70,92
83,61,82
82,59,79
93,68,89
110,82,107
112,82,110
112,82,110
113,80,109
112,79,106
115,81,108
118,84,111
122,86,114
121,85,111
106,70,96
107,71,97
110,76,101
107,73,97
120,86,110
134,100,124
125,96,116
111,87,103
100,79,96
99,80,99
97,82,101
94,81,101
98,86,110
96,86,111
83,73,100
70,57,87
60,47,77
71,56,87
90,71,103
93,69,103
91,64,99
93,63,97
93,59,94
97,60,94
106,66,100
106,71,103
105,75,103
106,80,107
97,77,102
82,67,90
76,62,85
68,56,78
60,48,70
60,46,69
73,58,81
89,69,94
91,68,94
88,64,90
88,64,90
86,60,87
84,58,85
100,72,97
115,87,112
115,85,109
109,79,103
110,78,102
110,78,102
104,74,100
99,69,97
98,69,99
99,72,103
99,74,106
94,70,104
90,68,104
91,70,103
106,88,112
126,111,130
147,134,154
154,141,161
151,139,161
151,139,161
151,141,165
152,142,166
154,144,169
154,144,169
155,142,170
152,139,167
149,134,163
141,126,155
128,111,143
115,98,130
99,83,112
70,56,81
78,63,86
83,65,87
75,56,76
73,54,73
87,65,86
110,86,110
111,85,110
112,84,109
110,82,107
109,79,105
111,78,105
113,80,107
116,82,109
114,80,105
101,67,92
104,70,95
108,74,99
101,67,91
111,79,102
125,93,116
116,88,110
108,87,106
95,78,96
94,79,98
94,81,101
89,75,98
93,81,105
92,79,105
76,63,91
66,51,80
53,38,69
64,47,79
86,65,96
91,66,98
90,63,96
95,65,99
95,61,94
100,63,96
105,68,101
104,71,102
107,78,108
113,88,117
103,85,111
82,68,93
67,57,81
70,60,84
67,58,79
60,51,72
69,57,79
85,71,94
79,64,85
71,53,75
78,59,81
66,44,67
66,42,64
86,61,83
110,85,107
118,93,115
113,88,110
110,82,105
105,77,100
105,79,104
97,71,98
91,66,95
92,69,98
92,71,102
92,71,104
95,75,110
99,82,114
119,105,130
137,125,145
152,143,164
152,143,164
146,137,158
146,136,160
149,141,164
152,144,168
156,146,171
156,146,173
153,143,170
149,136,164
143,128,157
134,119,150
122,105,137
110,93,125
104,85,115
68,56,78
83,71,93
90,76,99
75,60,81
65,50,71
76,58,80
97,78,100
102,80,103
106,82,106
106,81,103
105,77,100
105,75,99
110,78,102
113,81,105
111,77,102
108,74,99
115,81,106
118,84,109
108,76,100
104,72,96
111,79,103
112,88,112
105,91,114
79,71,94
80,72,95
87,77,102
83,73,98
97,87,112
104,91,119
82,67,96
77,61,90
74,53,84
79,55,87
84,59,91
83,56,89
88,59,90
100,69,101
108,77,109
110,79,110
103,72,103
102,76,105
111,88,117
110,91,119
93,80,106
76,68,92
69,64,87
67,63,86
68,65,86
65,62,81
63,60,79
67,63,80
73,66,82
71,63,78
66,55,71
65,48,64
69,51,65
80,62,76
105,87,103
123,105,121
117,98,117
107,88,108
109,90,112
102,84,108
97,79,105
93,74,102
88,72,101
84,67,99
82,67,98
95,80,113
109,96,126
127,122,145
136,134,155
141,139,160
140,138,160
144,140,163
153,149,172
158,153,176
155,149,175
161,152,179
155,144,174
153,142,172
152,139,169
137,122,153
115,100,133
106,91,124
112,95,127
118,98,126
69,60,81
79,70,91
88,76,98
78,66,88
71,57,80
78,63,84
88,71,90
95,76,96
104,82,103
107,83,105
105,80,102
104,76,99
106,76,100
110,78,102
118,86,110
117,83,108
120,86,111
116,84,108
106,74,98
104,74,98
110,80,104
107,85,108
103,93,118
77,73,98
76,70,96
79,70,97
73,64,91
89,79,106
103,88,117
88,72,101
83,64,94
83,60,89
90,65,95
97,70,101
96,67,98
96,67,98
104,73,105
108,77,109
104,75,105
98,72,101
100,77,106
107,88,116
105,90,119
91,81,108
77,71,97
71,69,93
66,67,88
67,68,88
66,67,85
64,66,81
69,68,82
74,72,86
72,68,82
68,62,74
75,63,75
76,62,75
80,66,79
96,82,95
111,97,112
110,97,114
109,96,114
118,105,125
121,107,130
110,96,121
97,83,109
86,72,98
76,63,91
78,65,95
95,82,112
112,101,131
131,129,153
135,137,158
137,139,160
135,136,157
140,138,162
149,145,170
152,148,173
150,144,170
152,143,172
157,146,176
160,149,179
151,138,168
122,107,140
94,79,112
92,77,110
106,89,121
115,92,121
76,67,88
77,68,89
84,72,94
81,69,91
76,62,85
79,64,87
79,61,83
90,71,91
102,80,101
107,83,105
105,80,102
103,75,98
104,74,98
108,76,100
118,86,110
119,87,111
119,87,111
111,79,103
103,71,95
107,77,101
114,84,108
106,84,107
99,89,114
78,72,98
74,69,92
72,64,88
64,54,79
81,68,94
97,83,109
89,73,100
89,70,98
92,69,98
102,77,107
109,83,112
107,78,108
104,75,105
108,77,108
108,77,108
103,74,104
99,73,102
101,78,107
104,85,113
99,84,113
84,75,102
73,69,94
71,69,93
68,69,90
69,70,91
70,71,91
71,70,88
74,71,88
76,74,88
75,71,85
73,65,80
85,74,88
88,76,90
91,79,93
99,86,103
107,94,111
106,93,111
108,95,115
118,106,128
131,119,141
120,108,132
106,93,119
94,81,107
86,73,101
88,75,105
106,91,122
122,111,141
135,131,156
137,135,157
137,135,157
134,132,154
138,136,160
147,143,168
151,145,171
150,141,168
147,138,167
153,142,172
157,144,174
145,130,161
115,100,133
88,71,105
82,65,99
92,73,105
104,81,110
84,75,96
76,67,88
80,68,90
80,68,90
76,62,85
76,61,84
76,58,80
86,67,87
96,77,97
102,80,101
102,78,100
101,76,98
105,77,100
109,79,103
106,76,100
113,81,105
114,82,106
102,72,96
98,68,92
111,83,106
120,92,115
110,88,111
93,80,106
81,72,99
81,73,97
77,67,92
69,56,82
78,64,90
92,76,103
89,70,98
94,74,102
97,74,102
106,81,110
111,85,114
108,79,109
105,76,104
108,78,106
105,76,106
102,76,105
102,77,106
101,81,109
98,82,109
89,76,104
75,66,93
66,62,87
66,64,88
69,70,91
71,72,93
72,73,93
73,72,90
72,69,86
73,69,84
73,67,81
72,66,80
83,74,91
95,86,103
105,96,113
111,102,119
111,102,121
102,93,112
95,86,107
101,89,113
117,105,129
113,101,125
112,99,125
111,98,124
108,95,123
108,95,123
122,107,136
136,123,151
137,132,155
137,133,156
136,132,155
135,131,154
140,136,161
149,143,169
153,144,171
152,142,169
148,137,167
146,133,163
141,126,157
133,118,149
119,102,136
98,81,115
79,62,96
70,51,83
87,64,93
85,76,97
74,65,86
77,65,87
80,68,90
78,64,87
78,63,86
78,60,82
84,65,87
90,71,93
95,73,96
97,73,97
101,75,100
108,80,105
113,83,109
102,72,98
109,79,105
113,83,109
104,76,101
100,72,97
111,85,110
121,95,120
113,90,116
91,77,102
91,78,104
99,86,112
98,84,110
86,72,97
87,71,97
94,76,102
90,70,97
95,75,102
98,75,101
103,79,105
104,78,105
99,70,98
100,71,99
105,75,103
102,73,101
98,73,102
98,75,103
96,77,105
91,77,103
80,70,97
69,63,89
65,61,88
66,63,90
70,70,94
71,72,93
73,71,92
71,70,88
68,65,82
65,61,78
67,60,76
69,62,80
77,72,92
97,92,114
111,106,128
114,109,131
112,104,127
101,93,116
91,83,106
91,81,106
96,86,111
97,87,112
106,93,119
113,100,126
115,101,127
117,103,129
129,115,141
142,129,155
142,134,158
141,136,159
141,136,159
143,135,159
146,137,164
150,140,167
150,140,167
151,138,166
146,133,163
142,127,158
134,119,150
126,109,141
116,96,131
97,77,112
71,51,86
51,32,64
73,50,79
78,70,91
72,63,84
74,65,86
79,67,89
80,68,90
84,70,93
78,63,86
80,62,84
82,63,85
85,66,88
92,70,93
100,76,100
106,80,105
111,83,108
106,78,103
112,84,109
119,91,116
111,85,110
102,76,101
106,82,106
113,91,114
109,89,114
95,79,106
103,89,115
114,100,126
114,98,125
104,88,114
100,82,108
99,79,106
93,73,100
99,76,102
99,75,101
100,76,102
96,70,95
89,63,88
95,67,92
102,74,99
101,73,98
91,68,94
91,71,98
88,72,99
84,71,97
77,68,95
73,67,93
72,69,96
72,72,98
71,71,95
71,71,95
72,70,92
70,67,88
65,60,80
62,55,73
66,57,76
72,65,83
83,79,102
100,98,122
108,106,130
105,101,126
101,97,122
98,93,116
94,89,112
97,89,113
88,80,104
89,79,104
95,82,108
100,87,113
103,89,115
107,93,119
121,107,133
136,123,149
143,133,158
146,138,162
149,141,165
151,141,166
149,139,166
148,135,163
146,133,161
146,131,160
141,126,157
148,131,163
145,128,160
124,107,139
100,80,115
78,58,93
60,40,75
49,28,61
64,44,72
73,66,84
71,62,81
74,65,84
76,64,84
78,66,86
87,73,96
77,62,85
76,58,84
75,55,82
80,60,87
90,67,95
99,74,103
103,77,106
103,77,106
102,76,105
108,82,111
118,92,121
116,91,120
102,79,107
96,73,101
100,80,107
102,84,110
99,83,110
108,92,121
117,101,128
117,98,126
108,90,116
103,83,110
99,79,106
97,74,102
101,77,103
101,77,101
101,77,101
96,70,95
88,62,87
96,68,91
103,75,98
100,75,97
90,70,95
88,72,98
86,72,98
82,69,95
78,69,96
77,73,98
78,75,102
77,77,103
72,72,98
71,71,95
72,70,92
70,67,88
65,60,82
63,55,76
71,62,81
80,72,93
96,94,118
108,108,134
107,107,133
97,94,121
92,89,116
94,90,117
96,90,118
99,90,117
87,78,105
86,76,103
90,77,103
94,81,107
94,80,105
96,82,107
110,94,120
124,110,135
134,121,147
140,130,155
151,141,166
157,144,170
154,141,169
148,133,162
146,131,160
148,132,161
145,128,160
159,140,172
155,136,168
124,105,137
90,68,104
71,49,85
64,42,78
61,40,73
66,46,73
71,64,82
71,64,82
74,65,84
69,60,79
72,60,80
83,71,93
73,59,84
70,54,80
69,51,77
77,57,84
88,68,95
98,75,103
99,74,103
96,71,100
93,68,97
99,74,103
112,87,116
115,92,120
97,77,104
85,67,93
90,72,98
95,79,106
99,83,112
109,90,120
113,94,124
109,90,118
103,83,111
98,78,105
98,75,103
96,73,101
102,79,105
103,79,103
104,80,104
97,73,97
90,66,88
97,72,94
104,79,100
100,76,98
95,77,99
91,77,100
87,75,99
81,71,96
77,71,97
78,76,100
77,77,103
77,77,103
72,74,99
71,71,97
73,71,95
72,68,91
66,61,84
67,57,81
78,66,88
89,79,103
108,105,132
117,118,146
113,113,141
95,95,123
90,87,114
90,87,114
90,86,113
90,84,112
84,75,102
85,77,101
91,81,106
97,85,109
97,83,108
95,81,106
104,88,114
116,100,126
121,107,133
133,120,146
149,136,162
159,145,171
157,142,171
151,136,165
151,135,164
154,138,167
156,137,169
164,145,177
154,135,167
121,102,134
91,69,105
79,57,93
76,54,90
74,53,86
70,50,77
72,68,85
72,65,83
71,62,81
62,53,72
62,53,72
78,66,88
75,61,86
75,59,86
76,57,85
77,57,85
79,59,87
88,65,94
98,75,104
106,81,111
103,78,108
90,67,96
88,68,96
86,67,95
74,55,83
77,61,88
95,81,107
105,91,117
106,87,117
112,91,124
109,88,121
100,79,110
97,76,107
101,81,109
102,82,109
101,78,106
103,80,106
98,75,101
96,74,97
100,78,101
105,83,104
107,84,104
105,82,102
100,81,101
95,80,101
92,80,102
86,76,100
78,70,94
72,68,93
73,71,95
72,72,98
70,72,97
71,72,100
69,69,95
67,64,91
65,59,85
65,57,81
72,62,86
90,76,101
101,91,116
112,109,138
116,117,147
112,111,142
95,94,125
89,86,115
97,92,122
101,95,123
96,90,118
90,81,108
96,86,111
98,85,111
90,78,102
88,74,99
97,83,106
111,96,119
118,102,128
116,100,127
116,100,127
125,109,136
141,125,152
153,137,166
156,140,169
159,140,170
160,141,171
166,147,179
163,144,176
144,125,157
111,92,124
88,66,102
84,62,98
89,67,103
92,71,104
93,75,101
70,66,83
71,67,84
74,67,85
66,57,76
64,55,74
77,65,87
78,64,89
77,61,88
75,59,86
76,57,85
78,59,87
83,63,91
89,69,97
92,72,100
94,74,102
82,62,90
82,63,91
81,65,92
72,56,83
77,63,89
94,81,107
102,87,116
107,88,120
110,88,124
105,83,119
95,74,107
92,71,104
97,76,107
102,82,110
101,81,108
102,82,109
99,79,104
97,78,100
99,80,102
101,82,102
100,81,100
97,78,97
94,77,96
88,76,96
86,77,98
81,73,96
73,68,90
68,66,88
66,66,90
62,64,89
57,59,84
63,64,92
64,64,92
66,63,90
68,62,90
72,63,90
84,71,97
100,86,112
112,99,127
111,106,136
116,115,146
114,113,144
100,97,126
91,88,117
97,93,120
103,97,125
102,96,122
99,91,115
99,89,113
90,78,102
74,62,86
74,60,83
95,81,104
118,103,126
129,114,137
115,99,125
105,89,116
102,86,113
114,98,125
131,115,144
145,129,158
157,138,168
163,144,174
166,147,179
155,136,168
131,112,144
105,86,118
90,70,105
89,69,104
95,75,110
99,80,112
99,81,107
73,69,84
76,72,87
81,74,90
73,66,82
69,60,77
80,68,88
86,72,98
83,67,96
79,63,92
79,60,90
79,60,90
81,62,92
83,64,94
85,64,95
92,71,102
80,61,91
79,63,92
79,64,93
73,60,88
79,69,96
95,85,112
100,87,117
111,91,126
109,87,125
101,79,117
92,70,106
87,67,102
92,73,105
99,80,110
103,84,112
97,79,105
98,80,106
98,80,104
99,81,103
96,81,100
94,79,98
92,77,96
90,77,95
89,80,99
82,77,97
74,71,92
66,64,86
62,62,86
62,64,87
60,62,87
54,58,85
60,61,89
63,63,91
66,63,92
71,65,93
80,69,99
94,79,108
110,94,123
120,105,134
109,102,133
113,110,139
111,108,137
101,97,124
93,89,116
97,91,117
103,97,123
108,100,124
103,93,118
101,91,115
88,76,100
69,57,79
75,61,84
103,89,112
128,115,135
137,123,146
122,106,132
103,87,114
86,70,97
87,71,98
105,89,118
128,112,141
147,131,160
158,142,171
158,141,173
134,117,149
105,88,120
89,72,104
85,68,102
91,71,106
97,77,112
100,83,115
99,83,109
79,75,90
84,80,95
87,80,96
75,68,84
73,64,81
83,74,93
92,79,105
87,72,101
80,65,94
77,61,90
77,61,90
81,62,92
83,64,94
84,65,95
98,79,109
84,68,97
82,67,96
82,69,97
76,66,93
85,76,103
100,91,118
101,90,120
110,92,130
107,85,124
99,77,116
91,71,108
86,66,103
87,67,102
92,73,105
96,80,109
91,75,102
94,80,105
97,83,108
96,82,105
93,81,101
93,82,99
92,81,98
88,79,98
90,86,103
83,80,99
71,69,90
61,62,82
61,63,84
66,71,93
69,73,98
67,71,98
68,69,97
69,69,97
69,66,95
70,63,94
80,69,99
97,82,113
112,96,125
120,104,133
108,97,127
104,98,126
100,94,120
96,90,116
95,86,113
96,88,112
98,90,114
102,92,116
96,86,110
100,90,114
96,84,106
85,73,95
94,80,103
119,105,128
136,123,143
138,124,147
133,117,143
113,97,124
91,75,102
82,66,93
91,75,104
111,95,124
132,116,145
146,130,159
144,127,159
112,95,127
80,63,95
72,55,87
78,61,95
82,67,100
88,73,106
94,77,109
94,78,104
82,80,94
87,83,98
85,78,94
71,64,80
69,62,78
84,75,94
91,78,104
86,71,102
77,62,93
72,55,87
71,54,86
76,59,91
82,65,97
86,69,101
98,81,113
87,72,103
86,73,103
84,73,103
78,69,98
86,80,108
99,93,121
99,90,121
103,85,125
99,76,120
93,72,115
89,68,109
84,63,102
76,59,95
78,61,95
83,68,99
93,78,107
97,84,110
98,86,110
94,82,104
89,80,101
90,81,100
88,79,98
84,77,95
79,76,93
76,75,93
72,70,91
67,68,89
69,71,94
73,77,102
76,80,107
74,78,105
74,75,105
73,72,103
70,65,97
70,60,94
81,67,100
100,83,117
116,97,129
122,103,133
107,94,120
94,84,109
87,77,102
90,80,105
92,82,107
89,79,103
87,77,101
91,79,103
93,81,105
100,88,110
101,89,111
98,86,108
106,94,114
124,112,132
135,122,142
135,121,144
132,116,142
122,106,133
105,89,116
90,74,101
86,71,100
96,81,110
113,98,127
125,110,139
129,114,145
98,83,114
70,55,86
66,51,82
74,59,92
80,65,98
83,68,101
86,71,102
88,74,99
81,79,93
85,83,97
81,77,92
68,61,77
65,58,74
78,71,89
81,71,96
79,66,96
73,58,89
67,52,83
67,50,82
71,54,86
80,63,95
87,70,102
87,72,103
83,70,100
87,76,106
86,77,106
77,71,99
83,79,106
92,88,115
90,80,114
93,75,117
88,66,112
84,62,108
84,66,108
78,60,100
68,52,89
67,51,87
74,60,93
96,83,113
97,87,114
95,85,110
87,79,102
84,76,97
84,79,99
82,78,95
77,73,90
60,59,75
64,66,81
71,72,90
73,76,95
73,78,98
74,79,101
70,76,100
65,71,97
71,75,104
72,71,102
69,64,96
70,60,94
84,70,103
106,89,123
121,102,134
124,105,135
107,91,117
90,76,99
82,68,91
87,73,96
89,75,98
80,68,90
75,63,85
79,67,89
99,87,109
99,87,109
99,87,109
99,87,109
103,91,111
112,100,120
124,111,131
131,117,140
123,109,134
123,107,134
114,98,125
98,82,109
87,72,101
88,73,102
98,83,112
105,90,119
118,103,134
99,84,115
80,65,96
74,61,91
79,65,98
84,70,103
85,71,104
85,72,102
87,73,98
82,80,93
86,84,97
87,83,97
73,69,83
67,61,75
76,67,86
76,63,89
78,65,95
78,63,94
73,58,89
70,53,85
72,55,87
80,63,95
87,70,102
71,56,87
76,63,93
90,79,109
94,85,114
84,78,106
85,81,108
89,85,112
80,73,106
89,72,116
83,61,108
81,59,106
84,65,110
80,62,104
69,53,92
70,54,91
79,65,100
91,77,110
90,79,109
85,77,101
76,71,94
78,73,95
85,80,102
84,79,99
76,73,92
57,56,72
64,65,83
72,73,93
72,74,95
68,73,95
65,71,95
63,69,95
61,65,92
72,73,103
73,72,103
73,68,100
75,65,99
91,76,109
113,93,128
124,103,136
122,101,132
108,90,116
90,75,98
84,69,92
90,75,98
85,70,93
69,54,77
67,52,75
77,64,84
110,97,117
103,90,110
101,88,108
103,90,110
99,87,107
96,84,104
106,94,114
123,109,132
125,111,136
125,111,137
117,103,129
101,87,113
89,74,103
86,71,100
86,73,101
86,73,101
105,92,122
102,89,119
94,81,111
86,75,105
86,75,107
90,79,111
90,79,111
88,75,105
86,72,97
84,82,96
91,87,102
96,92,107
86,79,97
74,67,85
76,67,88
74,64,91
81,68,98
84,71,101
81,68,98
76,61,92
75,60,89
81,66,95
88,73,102
59,46,74
72,59,89
94,83,113
102,93,122
92,85,116
90,85,115
89,84,114
77,70,104
92,75,117
82,63,108
80,61,106
85,68,110
84,68,107
74,59,98
78,64,100
89,78,112
78,69,100
79,70,99
73,67,93
69,64,87
76,71,93
88,83,105
90,85,105
82,79,98
68,67,85
72,73,93
72,75,94
65,67,88
57,62,84
57,61,86
62,66,91
65,69,96
74,75,103
79,76,105
78,73,103
81,72,103
97,82,115
114,97,129
122,101,134
116,95,126
107,89,115
94,76,100
92,74,98
96,78,102
84,66,88
63,45,67
64,46,68
79,64,85
118,103,124
108,93,114
107,92,113
110,97,117
103,90,110
89,77,97
95,83,103
114,102,124
