R,G,B
173,129,118
173,129,118
173,129,118
172,130,118
174,132,120
172,132,120
173,133,121
173,133,121
172,133,118
171,132,117
170,131,116
169,130,115
177,138,121
178,139,122
179,141,122
178,140,121
175,137,118
173,135,116
173,135,116
175,134,116
177,134,117
179,133,117
178,132,116
177,131,115
177,131,116
176,130,115
176,130,115
176,130,115
174,128,113
152,123,105
154,123,105
154,123,105
155,122,105
155,122,105
155,122,105
154,121,104
153,120,103
153,120,105
150,116,107
153,118,112
156,121,115
156,121,115
156,119,111
153,116,108
151,113,104
151,113,104
147,107,97
152,112,102
160,118,106
163,121,109
161,119,107
160,118,106
161,117,104
162,120,106
159,117,103
157,118,103
157,118,103
157,118,103
157,118,103
156,119,103
155,118,102
155,118,102
160,123,107
159,123,107
159,123,107
159,123,107
159,123,107
160,124,108
159,126,109
159,126,109
162,127,108
163,128,109
163,127,111
160,124,108
156,120,104
155,119,103
157,121,107
161,125,111
158,122,110
158,122,110
158,121,112
157,120,111
155,118,110
154,117,109
155,118,110
157,120,111
162,126,112
160,124,108
157,121,105
154,118,102
153,117,101
155,119,103
157,121,105
158,122,106
159,123,107
160,124,108
160,124,108
159,123,107
158,122,106
158,122,106
159,123,107
161,125,109
163,124,109
162,123,108
161,124,108
160,123,107
160,122,109
161,123,110
161,125,111
161,125,111
159,123,111
158,122,110
154,120,110
151,117,107
149,115,105
150,116,106
153,119,109
158,121,112
163,122,116
167,124,118
168,125,118
166,123,114
161,118,109
159,117,103
160,118,104
162,120,104
164,123,105
165,124,106
165,123,107
165,123,107
165,123,109
164,122,108
164,122,110
161,121,109
159,119,111
159,121,112
159,121,112
160,122,113
160,122,113
161,123,114
162,124,115
162,124,115
161,123,114
161,123,114
161,123,114
161,123,114
161,123,114
161,123,114
161,123,114
162,122,112
167,123,114
169,122,112
169,122,112
171,124,114
175,128,118
177,130,120
176,132,121
175,131,120
170,128,116
170,128,116
170,128,116
170,128,116
168,128,116
167,127,115
167,127,115
167,127,115
171,129,117
174,132,120
177,135,123
176,134,122
172,128,117
167,123,112
168,121,111
169,122,112
175,128,118
177,130,120
179,131,121
178,130,120
176,128,118
174,126,116
173,125,115
174,126,116
173,126,116
170,126,115
169,125,114
169,125,114
171,127,116
173,129,118
177,133,122
179,135,124
168,124,113
170,126,115
171,127,116
171,127,116
170,126,115
170,126,115
171,127,116
172,130,118
176,134,122
174,134,122
174,134,122
173,133,121
171,132,117
170,131,116
168,129,114
167,128,113
177,138,121
179,140,123
180,142,123
180,142,123
178,140,121
176,138,119
176,138,119
179,138,120
178,135,118
179,133,117
178,132,116
177,131,115
176,130,115
176,130,115
176,130,115
176,130,115
172,126,111
151,122,104
156,125,107
156,125,107
156,125,107
155,124,106
156,123,106
155,122,105
155,122,105
155,122,107
152,118,109
154,119,113
155,120,114
154,119,113
152,115,107
148,111,103
148,110,101
147,109,100
151,111,101
154,114,104
160,118,106
159,117,105
156,114,102
156,114,102
160,116,103
163,121,107
159,117,103
158,119,104
158,121,105
159,122,106
158,121,105
157,120,104
154,117,101
152,116,100
150,114,98
153,117,101
157,121,105
158,125,108
159,126,109
159,126,109
158,125,108
157,124,107
161,126,107
164,129,110
167,132,113
165,130,111
160,124,108
158,122,106
160,124,110
163,127,113
162,126,114
163,127,115
163,126,117
162,125,116
160,123,115
160,123,115
161,124,116
163,126,117
162,126,112
160,124,108
157,121,105
155,119,103
154,118,102
155,119,103
156,120,104
157,121,105
156,120,104
158,122,106
160,124,108
160,124,108
159,123,107
160,124,108
164,128,112
167,131,115
165,126,111
164,125,110
162,125,109
161,124,108
160,122,109
159,121,108
158,122,108
158,122,108
160,124,112
161,125,113
159,125,115
157,123,113
155,121,111
155,121,111
158,124,114
163,126,117
163,122,116
168,125,119
170,127,120
168,125,116
163,120,111
160,118,104
162,120,106
166,124,108
166,125,107
169,128,110
171,129,113
169,127,111
166,124,110
164,122,108
165,123,111
166,126,114
166,126,118
164,126,117
163,125,116
163,125,116
163,125,116
162,124,115
161,123,114
160,122,113
163,125,116
163,125,116
163,125,116
163,125,116
163,125,116
163,125,116
163,125,116
164,124,114
167,123,114
168,121,111
168,121,111
171,124,114
176,129,119
178,131,121
176,132,121
174,130,119
172,128,117
172,128,117
171,129,117
171,129,117
171,129,117
172,130,118
170,130,118
170,130,118
173,131,119
177,133,122
178,134,123
174,130,119
168,124,113
163,119,108
165,118,108
168,121,111
170,123,113
174,127,117
179,131,121
180,132,122
177,129,119
175,127,117
175,125,116
175,127,117
172,125,115
169,125,114
167,123,112
167,123,112
168,124,113
171,127,116
174,130,119
176,132,121
170,126,115
172,128,117
173,129,118
171,127,116
169,125,114
170,126,115
173,129,118
175,133,121
178,136,124
175,135,123
174,134,122
173,133,121
172,133,118
171,132,117
170,131,116
170,131,116
174,135,118
176,137,120
178,140,121
178,140,121
177,139,120
176,138,119
177,139,120
180,139,121
178,135,118
179,133,117
177,131,116
176,130,115
175,129,114
175,129,114
175,129,114
175,129,114
171,125,110
148,119,103
156,124,109
156,124,109
156,124,109
156,124,109
155,123,108
155,123,108
154,122,107
154,122,109
154,122,111
156,122,113
155,121,112
152,118,109
147,113,104
145,108,100
143,106,97
144,106,97
155,117,108
157,119,108
158,118,106
154,114,102
150,110,98
151,112,97
159,117,103
165,123,107
157,118,101
159,120,103
160,123,105
161,124,106
160,123,105
157,120,102
153,118,99
150,114,98
143,107,91
149,113,97
157,121,105
160,127,110
162,126,110
157,124,107
155,119,103
153,117,101
156,120,104
162,126,110
167,131,115
167,131,115
163,127,111
160,124,108
160,124,108
162,126,110
161,125,111
162,126,112
163,127,115
162,126,114
160,123,114
160,123,115
162,125,117
164,127,118
161,125,111
160,124,108
159,122,106
156,120,104
156,119,103
155,119,103
157,120,104
156,120,104
159,122,106
160,124,108
163,126,110
162,126,110
162,125,109
161,125,109
166,129,113
169,132,116
166,129,113
165,128,112
163,126,110
161,124,108
159,121,108
158,120,107
157,121,107
157,121,107
154,118,106
156,120,108
156,122,112
154,120,110
152,118,108
151,117,107
154,120,110
159,122,113
163,123,115
167,127,119
171,128,121
167,127,117
164,122,110
159,119,107
164,122,108
165,126,109
169,127,111
171,132,115
176,134,118
171,132,117
168,126,112
163,124,109
168,126,114
170,130,120
172,134,125
169,132,123
167,130,121
167,129,120
166,128,119
165,127,118
163,125,116
161,123,114
159,121,112
160,120,112
161,121,113
161,121,113
161,121,113
161,121,113
161,121,113
163,120,113
166,119,111
165,118,108
166,119,109
169,122,112
174,127,117
177,130,120
176,129,119
171,127,116
174,130,119
174,130,119
174,130,119
174,132,120
175,133,121
175,133,121
176,134,122
176,134,122
172,130,118
175,131,118
175,131,120
170,126,115
164,120,109
161,117,106
167,120,110
171,124,114
167,120,110
172,125,115
179,131,121
181,132,125
179,130,123
176,127,120
175,126,119
175,126,119
172,125,115
169,125,114
167,123,112
165,121,110
166,122,111
168,124,113
171,127,116
173,129,118
173,129,118
175,131,120
175,131,120
173,129,118
170,126,115
171,127,114
175,131,120
180,136,125
179,137,125
178,136,124
177,134,125
175,133,121
175,133,121
175,133,119
175,133,119
175,133,119
171,129,115
174,132,116
176,134,118
177,136,118
176,135,117
176,135,117
177,136,118
178,137,119
178,135,119
177,134,118
177,131,116
175,129,114
174,128,115
174,128,113
174,128,115
175,129,114
170,124,111
149,117,104
155,126,112
154,125,111
153,124,110
151,122,108
149,120,106
147,118,104
146,117,103
145,116,102
151,121,110
153,121,110
151,119,108
148,115,106
145,112,103
147,113,104
152,118,109
159,122,113
160,123,114
158,122,110
157,119,106
154,116,103
153,116,100
154,117,99
156,118,99
157,119,100
162,126,104
162,126,104
160,123,104
159,122,103
158,121,102
157,120,101
157,120,101
157,120,102
156,119,101
158,121,103
159,122,106
158,122,106
157,119,106
155,119,105
156,118,105
157,119,108
161,123,112
163,125,114
164,126,113
163,125,112
160,123,107
158,121,103
160,123,105
162,125,107
159,122,104
162,125,107
165,128,112
166,128,115
164,126,115
164,126,117
166,128,119
168,130,119
160,123,107
159,122,104
160,121,104
161,124,106
165,126,109
166,129,111
167,128,111
165,128,110
167,128,111
162,125,107
159,120,103
157,120,102
159,120,103
159,122,104
158,119,102
155,118,100
158,121,105
158,122,106
159,123,107
159,123,107
158,122,108
157,121,107
155,119,105
154,118,104
148,112,100
147,111,99
145,108,99
146,109,100
150,113,104
153,116,107
155,118,109
155,118,109
160,122,111
163,125,114
166,126,116
166,128,115
166,126,114
164,126,113
165,125,113
164,127,111
169,130,115
168,131,115
168,129,114
166,128,115
167,127,115
166,128,115
168,128,116
167,129,118
163,129,119
164,130,121
165,131,122
166,129,121
164,127,119
165,126,119
165,126,119
167,126,120
163,122,116
162,119,113
160,115,110
159,114,109
162,114,110
164,116,112
164,116,112
164,115,110
166,117,110
165,116,109
165,116,109
170,121,114
176,127,120
178,131,123
177,130,122
175,128,120
177,130,122
174,130,121
172,128,119
172,128,119
173,129,120
173,129,120
172,128,119
169,127,115
173,131,117
171,129,113
166,124,110
159,117,103
156,114,100
158,116,102
166,122,111
172,128,117
170,126,117
174,130,121
180,133,125
182,135,129
181,134,128
179,132,126
177,130,124
177,130,124
178,134,125
175,131,122
171,127,118
169,125,116
170,126,115
172,128,117
174,130,119
174,130,119
172,128,115
175,131,118
177,133,120
177,133,120
174,130,117
173,130,114
175,131,118
177,133,120
178,131,123
180,133,125
181,134,128
179,132,124
176,129,121
175,128,118
174,127,117
175,129,116
176,130,117
173,127,112
170,124,109
170,124,109
174,128,112
177,131,115
180,134,118
181,135,120
178,134,121
176,134,120
174,130,117
172,128,115
171,127,116
172,128,115
174,130,119
175,131,118
171,124,114
148,116,105
153,123,112
152,122,111
151,121,110
149,119,108
147,119,107
145,117,105
144,116,104
143,115,103
145,116,102
146,117,103
147,115,104
146,114,103
145,112,103
147,114,105
153,119,110
158,124,115
158,124,114
156,122,110
156,120,108
155,119,103
154,118,102
155,120,100
158,121,102
159,123,101
160,124,100
160,124,100
159,123,101
157,121,99
157,121,99
156,120,98
156,119,100
156,119,100
157,120,102
159,122,104
160,123,107
160,123,107
158,120,107
157,119,106
158,120,109
158,120,109
159,121,112
161,123,114
162,124,113
161,123,110
159,122,106
158,121,103
160,123,104
162,125,106
161,124,105
162,125,106
162,125,107
161,124,108
159,121,108
160,122,111
164,126,117
168,130,119
165,126,111
161,122,105
158,119,102
158,119,102
161,122,105
165,126,109
168,129,112
170,131,114
166,127,110
163,124,107
160,121,104
159,120,103
160,121,104
160,121,104
158,119,102
155,118,100
155,118,102
155,119,103
156,120,104
157,121,105
156,120,106
154,118,104
151,115,101
149,113,99
149,113,101
147,111,99
145,108,99
143,106,97
144,107,98
148,111,102
152,115,106
156,120,108
161,123,112
164,126,113
167,129,116
169,131,118
170,132,119
171,133,120
172,134,121
174,136,123
168,130,117
168,130,117
167,129,116
167,129,116
167,129,116
168,130,117
169,131,118
168,132,120
164,130,120
163,131,120
164,130,121
163,129,119
163,126,118
163,126,117
165,124,118
166,126,118
167,124,118
165,122,115
166,118,114
165,118,112
166,117,113
165,116,111
164,113,110
162,111,107
167,117,110
167,117,110
167,118,111
170,121,114
175,126,119
178,129,122
178,131,123
178,131,123
176,129,121
174,127,119
171,127,118
171,127,118
172,128,119
172,128,119
171,127,118
168,126,114
168,129,114
167,128,111
166,124,108
162,120,104
159,117,103
161,119,105
168,124,113
174,130,119
171,127,118
174,130,121
178,131,125
179,132,126
179,131,127
179,131,127
180,132,128
181,134,128
178,133,127
175,131,122
171,127,118
170,126,117
172,128,117
174,130,119
176,132,121
176,132,121
174,130,117
176,132,119
176,132,119
175,131,118
173,130,114
173,130,114
175,132,116
178,134,121
178,129,122
178,129,124
177,128,123
175,126,121
173,124,117
173,124,117
175,127,117
177,129,119
175,127,115
173,125,113
172,124,110
173,125,111
176,129,113
179,132,116
181,134,118
180,134,119
180,136,123
178,136,124
175,133,121
172,130,118
172,128,117
172,128,117
172,128,117
173,129,118
173,126,116
149,117,106
153,123,112
153,123,112
152,122,111
150,120,109
148,120,108
147,119,107
146,118,106
145,117,105
144,115,101
144,115,101
146,114,103
145,113,102
145,112,103
146,113,104
152,118,109
155,121,112
153,119,109
152,118,106
153,117,105
153,117,101
153,117,101
154,119,99
157,120,101
158,122,100
158,122,100
158,122,100
157,121,99
156,120,98
156,119,100
155,118,99
154,117,99
154,117,99
155,118,102
157,120,104
159,122,106
159,122,106
157,119,106
156,118,105
157,119,106
158,120,109
157,119,110
158,120,111
159,121,110
159,121,108
158,121,105
159,122,104
161,124,105
163,126,107
163,126,107
162,125,106
159,122,104
156,119,103
155,117,104
157,119,108
162,124,115
166,128,117
164,125,110
159,120,103
153,114,97
151,112,95
154,115,98
161,122,105
167,128,111
170,131,114
164,125,108
163,124,107
161,122,105
161,122,105
162,123,106
161,122,105
158,119,102
155,118,100
155,118,102
156,120,104
157,121,105
158,122,106
156,120,106
153,117,103
149,113,99
147,111,97
150,114,102
149,113,101
147,110,101
143,106,97
140,103,94
143,106,97
150,113,104
156,120,108
162,124,113
164,126,113
167,129,116
169,131,118
170,132,119
172,134,121
175,137,124
177,139,126
168,130,117
167,129,116
167,129,116
167,129,116
168,130,117
169,131,118
170,132,119
170,134,120
167,133,121
166,132,120
164,130,120
163,129,117
164,127,118
164,128,116
166,126,118
166,126,116
167,124,117
167,124,115
171,124,118
172,125,117
174,125,120
172,123,116
168,119,114
164,115,108
170,121,114
171,122,115
172,123,116
172,123,116
172,123,116
174,125,118
176,129,121
179,132,124
175,128,120
173,126,118
170,126,117
170,126,117
170,127,118
171,128,119
169,126,117
168,126,114
166,127,112
166,127,110
165,126,111
163,124,109
164,122,108
166,124,110
170,128,116
173,131,119
172,128,119
174,130,121
176,129,123
176,129,123
176,128,124
178,130,126
181,133,129
184,137,131
177,132,126
175,131,122
172,128,119
172,128,119
174,130,119
177,133,122
178,134,123
179,135,124
176,132,119
176,132,119
176,132,119
174,130,117
172,129,113
173,130,114
175,132,116
177,133,120
178,129,122
177,128,123
175,126,119
171,122,115
168,119,112
168,119,112
171,123,113
174,126,116
172,124,112
172,124,112
172,124,110
175,127,113
178,130,116
180,132,118
179,132,116
177,131,116
181,137,124
178,136,124
176,134,122
173,131,119
172,128,117
171,127,116
171,127,116
171,127,116
174,127,117
153,121,110
156,126,115
155,125,114
155,125,114
154,124,113
152,124,112
151,123,111
150,122,110
149,121,109
148,119,105
148,119,105
148,116,105
147,115,104
146,113,104
146,113,104
148,114,105
149,115,106
145,111,101
145,111,101
147,111,99
148,112,98
149,113,97
151,116,97
153,116,97
155,119,97
157,121,99
157,121,99
157,121,99
156,120,98
156,119,100
155,118,99
154,117,99
154,117,99
150,113,97
153,116,100
155,118,102
155,118,102
154,116,103
154,116,103
155,117,104
156,118,105
155,117,106
155,117,106
156,118,107
156,118,105
157,120,104
159,122,104
162,125,107
164,127,108
163,126,107
161,124,105
159,122,104
157,120,104
156,118,105
157,119,108
160,122,113
162,124,113
159,120,105
154,115,98
148,109,92
146,107,90
149,110,93
156,117,100
162,123,106
165,126,109
163,124,107
163,124,107
163,124,107
164,125,108
163,124,107
161,122,105
159,120,103
156,119,101
160,123,107
160,124,108
162,126,110
162,126,110
161,125,111
157,121,107
152,116,102
149,113,99
151,115,103
153,117,105
153,116,107
148,111,102
143,106,97
143,106,97
150,113,104
156,120,108
162,124,113
163,125,112
165,127,114
165,127,114
165,127,114
166,128,115
168,130,117
170,132,119
165,127,114
165,127,114
165,127,114
166,128,115
167,129,116
168,130,117
170,132,119
170,134,120
172,136,124
167,133,121
165,131,119
163,129,117
165,129,117
166,128,117
167,127,117
166,126,116
165,122,113
167,124,115
172,128,119
178,131,123
182,133,126
181,132,125
177,128,121
173,124,117
175,126,119
176,127,120
176,127,120
173,124,117
170,121,114
170,121,114
173,126,118
178,131,123
176,129,121
172,128,119
171,127,118
172,128,119
172,129,120
173,130,121
171,128,119
170,128,116
167,128,113
167,128,111
168,129,114
168,129,114
169,127,113
169,127,113
170,128,116
170,128,116
173,129,120
174,130,121
177,130,124
176,129,123
175,127,123
176,128,124
179,131,127
181,134,128
176,132,123
174,130,121
172,128,119
173,129,120
176,132,121
179,135,124
180,136,125
181,137,126
175,131,118
175,131,118
175,131,118
175,131,118
174,131,115
173,130,114
172,129,113
173,129,116
178,129,122
178,129,124
176,127,120
172,123,116
168,119,112
167,118,111
168,120,110
169,121,111
169,121,109
170,122,110
172,124,110
175,127,113
178,130,116
179,131,117
176,129,113
173,127,112
177,133,120
175,133,121
173,131,119
171,129,117
171,127,116
170,126,115
170,126,115
170,126,115
174,127,117
154,122,111
157,125,114
157,125,114
154,124,113
154,124,113
153,123,112
153,123,112
152,122,111
152,122,111
149,120,106
148,119,103
149,117,104
148,116,103
148,116,105
148,116,105
148,114,105
147,113,104
142,108,98
142,108,98
145,109,97
146,110,96
148,112,96
150,115,96
152,115,96
153,116,97
156,119,100
156,119,100
157,120,101
158,121,102
157,120,102
156,119,101
155,118,100
154,117,99
149,112,96
151,114,98
154,117,101
155,118,102
154,116,103
154,116,103
155,117,104
157,119,106
155,117,106
154,116,105
153,115,104
154,116,103
157,120,104
160,123,105
163,126,108
165,128,110
162,125,107
161,124,106
160,123,107
160,123,107
160,122,109
160,122,109
160,122,111
160,122,109
156,117,102
153,114,97
149,110,93
148,109,92
151,112,95
155,116,99
159,120,103
160,121,104
162,123,106
163,124,107
165,126,109
165,126,109
163,124,107
162,123,106
160,121,104
158,121,103
163,126,110
163,127,111
164,128,112
164,128,112
163,127,113
159,123,109
155,119,105
153,117,103
154,118,106
157,121,109
159,122,113
156,119,110
151,114,105
149,112,103
152,115,106
156,120,108
158,120,109
160,122,109
162,124,111
163,125,112
162,124,111
162,124,111
164,126,113
166,128,115
163,125,112
163,125,112
163,125,112
164,126,113
165,127,114
166,128,115
167,129,116
167,131,117
170,134,120
164,131,116
163,127,113
161,125,111
164,126,113
165,127,114
165,125,113
164,124,112
164,122,110
166,124,112
171,127,116
176,132,121
181,134,124
180,133,123
176,129,119
172,125,115
173,124,117
174,125,118
175,126,119
173,124,117
169,122,114
170,123,115
175,128,120
180,133,125
175,131,122
174,130,121
173,129,120
172,129,120
174,131,122
175,132,123
174,131,122
172,130,118
170,131,116
170,131,116
170,131,116
171,132,117
170,130,118
169,129,117
168,126,114
166,124,112
173,129,120
175,131,122
176,132,123
176,132,123
175,128,122
173,126,120
173,126,120
174,127,121
175,131,122
173,129,120
172,128,119
173,129,120
176,132,121
179,135,124
180,136,125
180,136,125
172,128,115
173,129,116
175,131,118
176,132,119
175,132,116
173,130,114
169,126,110
166,122,109
172,124,114
174,125,118
176,127,120
176,127,120
174,126,116
172,124,114
171,123,113
171,123,113
169,121,109
170,122,110
172,124,112
176,128,116
178,130,116
177,129,115
173,125,111
169,123,108
172,128,115
171,129,115
170,128,114
170,128,114
170,126,113
170,126,113
171,127,114
171,127,114
171,125,112
151,119,108
153,121,110
153,121,110
151,121,110
151,121,110
151,121,110
151,121,110
151,121,110
151,122,108
146,117,101
145,116,100
147,115,102
149,117,104
151,119,108
151,119,108
150,116,107
149,115,106
144,110,100
145,111,101
148,112,100
150,114,100
152,116,102
153,117,101
156,119,101
156,119,100
155,118,99
156,119,100
157,120,102
158,121,103
158,121,103
157,120,102
155,118,100
154,117,99
150,113,97
153,116,100
156,119,103
157,120,104
157,119,106
157,119,106
159,121,108
160,122,109
156,118,107
154,116,105
152,114,101
154,116,103
157,120,104
161,124,108
164,127,109
165,128,110
161,124,106
160,123,105
160,123,107
161,124,108
163,125,112
163,125,112
161,123,112
160,122,109
160,121,106
157,118,101
155,116,99
154,115,98
156,117,100
159,120,103
160,121,104
160,121,104
163,124,107
164,125,108
166,127,110
165,126,109
163,124,107
161,122,105
162,123,106
161,124,106
163,126,110
162,126,110
163,127,111
162,126,110
161,125,111
158,122,108
156,120,106
155,119,105
156,120,108
159,123,111
161,124,115
160,123,114
156,119,110
153,116,107
154,117,108
156,120,108
155,117,106
158,120,107
162,124,111
164,126,113
165,127,114
165,127,114
166,128,115
167,129,116
163,125,112
162,124,111
162,124,111
162,124,111
163,125,112
164,126,113
165,127,114
166,128,115
165,129,115
159,126,111
156,120,106
155,119,105
159,121,108
162,124,111
162,122,110
161,121,109
166,124,112
167,125,113
169,125,114
171,127,116
175,128,118
173,126,116
169,122,112
166,119,109
167,118,111
169,120,113
170,121,114
171,122,115
172,125,117
175,128,120
179,132,124
182,135,127
174,130,121
172,128,119
170,127,118
171,128,119
173,130,121
174,131,122
173,130,121
170,130,120
171,131,119
171,132,117
171,132,117
172,133,118
172,132,120
170,130,118
168,126,114
164,122,110
172,128,119
174,130,121
175,131,122
174,130,121
173,126,120
170,123,117
169,122,116
169,122,116
173,129,120
171,127,118
171,127,118
172,128,119
175,131,120
177,133,122
178,134,123
177,133,122
172,128,115
172,128,115
172,128,115
173,129,116
173,130,114
171,128,112
166,123,107
162,118,105
165,117,107
169,120,113
175,126,119
178,129,122
179,131,121
179,131,121
179,131,121
179,131,121
172,124,112
173,125,113
175,127,115
178,130,118
179,131,117
177,129,115
172,124,110
167,121,106
170,126,113
169,127,113
169,127,113
170,128,114
171,127,114
171,127,114
171,127,114
172,128,115
168,122,109
152,118,106
152,120,107
152,120,107
152,120,107
152,120,107
150,121,107
150,121,107
151,122,108
151,122,108
144,115,99
144,115,97
146,114,99
148,116,103
151,119,108
151,119,108
149,115,106
145,111,102
148,114,104
149,115,105
152,116,104
154,118,104
156,120,106
157,121,105
158,121,103
159,122,104
152,115,97
153,116,98
155,118,102
157,120,104
157,120,104
155,118,102
154,117,101
152,115,99
150,113,97
153,116,100
156,119,103
157,120,104
158,120,107
158,120,107
160,122,109
162,124,111
158,120,107
155,117,104
153,115,102
153,115,102
158,121,105
162,125,109
164,127,111
165,128,112
162,125,109
159,122,106
157,120,104
158,121,105
161,123,110
163,125,112
163,125,112
162,124,111
165,126,111
162,123,106
158,119,102
156,117,100
157,118,101
159,120,103
160,121,104
160,121,104
164,125,108
165,126,109
166,127,110
164,125,108
162,123,106
161,122,105
163,124,107
164,127,109
164,127,111
162,126,110
161,125,109
160,124,108
159,123,109
158,122,108
158,122,108
158,122,108
158,122,110
158,122,110
157,120,111
156,119,110
155,118,109
154,117,108
155,118,109
155,119,107
156,118,107
160,122,109
165,127,114
168,130,117
167,129,116
166,128,115
165,127,114
165,127,114
164,126,113
164,126,113
163,125,112
163,125,112
163,125,112
164,126,113
165,127,114
165,127,114
164,128,112
158,122,106
154,117,101
154,117,101
159,122,106
162,125,109
163,124,109
161,122,107
169,127,113
168,126,112
167,123,110
168,124,111
169,125,112
169,125,112
167,123,110
165,121,110
167,120,112
166,119,111
167,120,112
170,123,115
173,126,118
176,129,121
175,131,122
175,131,122
169,125,116
167,123,114
166,123,114
167,124,115
167,127,117
168,128,118
167,127,117
166,126,116
170,130,118
168,130,117
168,130,117
170,132,119
173,133,121
171,131,119
167,127,117
163,123,113
171,128,119
171,128,119
172,128,119
169,125,116
167,123,114
166,122,113
167,123,114
168,124,115
171,127,118
170,126,117
169,125,116
171,127,118
173,129,118
175,131,120
175,131,120
174,130,119
174,130,117
172,128,115
168,124,111
168,124,111
168,125,109
167,124,108
165,122,106
162,118,105
166,118,108
170,122,112
175,127,117
177,129,119
179,131,121
179,131,121
181,133,123
182,134,124
178,130,118
179,131,119
180,132,120
181,133,121
181,133,121
179,131,119
174,126,114
168,122,109
172,128,115
171,129,115
172,130,116
172,130,116
173,129,116
172,128,115
172,128,115
171,127,114
167,121,108
154,120,108
154,120,108
153,121,108
154,122,109
154,122,109
152,123,109
152,123,109
153,124,110
153,124,108
147,118,100
145,116,98
146,114,99
148,116,101
149,117,104
147,115,104
144,110,101
139,105,96
149,115,105
150,116,106
154,117,108
155,119,107
157,121,107
158,122,106
159,122,106
159,122,104
150,113,97
152,115,99
154,117,101
155,118,102
155,118,102
154,117,101
152,115,99
151,114,98
148,111,95
151,114,98
154,117,101
156,119,103
156,118,105
157,119,106
159,121,108
160,122,109
160,122,109
156,118,105
153,115,102
154,116,103
158,121,105
163,126,110
165,128,112
165,128,112
163,126,110
159,122,106
155,118,102
154,117,101
158,120,107
162,124,111
164,126,113
164,127,111
167,128,111
163,124,107
157,118,101
154,115,98
155,116,99
157,118,101
159,120,103
160,121,104
164,125,108
166,127,110
166,127,110
164,125,108
161,122,105
161,122,105
164,125,108
166,129,111
165,128,112
163,127,111
161,125,109
160,124,108
159,123,109
160,124,110
161,125,111
161,125,111
160,124,112
156,120,108
152,115,106
151,114,105
152,115,106
153,116,107
154,117,108
155,119,107
160,122,111
164,126,113
168,130,117
170,132,119
168,130,117
163,125,112
160,122,109
158,120,107
166,128,115
166,128,115
165,127,114
164,126,113
164,126,113
164,126,113
165,127,114
165,127,114
165,129,113
160,124,108
156,119,103
156,119,103
161,124,108
165,128,112
167,128,113
165,126,111
170,128,114
168,126,112
167,123,110
167,123,110
169,125,112
171,127,114
172,128,115
172,128,115
172,125,117
169,122,114
168,121,113
170,123,115
173,126,118
172,128,119
169,125,116
166,122,113
164,120,111
162,119,110
161,118,109
162,119,110
163,123,113
164,124,114
163,123,113
162,122,112
167,129,116
166,128,115
166,128,115
169,131,118
173,133,121
173,133,121
169,129,119
165,125,115
170,127,118
169,126,117
168,124,115
165,121,112
163,119,110
164,120,111
168,124,115
172,128,119
170,126,117
169,125,116
168,124,115
169,125,116
172,128,117
173,129,118
173,129,118
172,128,117
178,134,121
172,128,115
166,122,109
162,118,105
163,120,104
165,122,106
165,122,106
164,121,105
173,125,113
175,127,117
176,128,118
176,128,118
175,127,117
176,128,118
178,130,120
180,132,122
183,135,123
183,135,123
183,135,123
184,136,124
183,135,123
180,132,120
175,127,115
170,124,111
176,132,119
175,133,119
175,133,119
174,132,118
174,130,117
173,129,116
172,128,115
171,127,114
167,121,108
147,114,99
155,122,107
158,125,110
156,124,109
150,118,103
150,118,103
155,123,108
157,125,110
153,121,106
144,115,97
145,117,96
150,119,101
154,122,107
156,124,111
153,121,108
149,115,105
145,111,101
148,114,105
147,113,103
149,112,103
149,113,101
150,114,100
152,116,100
155,118,102
157,120,104
153,115,102
150,112,99
148,110,97
149,111,98
152,114,101
153,115,102
151,113,100
149,111,98
154,116,103
153,115,102
152,114,101
151,113,100
151,114,98
152,115,99
154,117,101
156,119,103
156,119,103
155,118,102
155,118,102
156,119,103
159,121,108
160,122,109
159,121,108
158,120,107
154,116,103
156,118,105
158,120,107
156,118,105
154,117,101
153,116,100
156,119,103
159,122,106
164,125,108
162,123,106
159,120,103
157,118,101
156,117,100
158,119,102
160,121,104
162,123,106
165,126,109
163,124,107
160,121,104
160,121,104
162,123,106
163,124,107
163,124,107
162,125,107
165,128,112
161,125,109
158,122,106
156,120,104
157,121,107
160,124,110
163,127,113
165,129,115
163,127,115
161,125,113
158,121,112
153,116,107
151,114,105
153,116,107
157,120,111
161,125,113
160,122,111
162,124,111
165,127,114
166,128,115
166,128,115
163,125,112
159,121,108
157,119,106
164,126,113
165,127,114
166,128,115
167,129,116
168,130,117
167,129,116
167,129,116
166,128,115
162,125,109
162,125,109
160,123,107
159,122,106
160,121,106
160,121,106
160,121,106
160,121,106
163,121,107
163,121,107
164,122,108
165,123,109
168,126,112
171,129,115
174,132,118
177,133,120
171,124,116
170,123,115
169,122,114
168,121,113
166,122,113
168,124,115
170,126,117
170,127,118
161,118,109
162,119,110
164,121,112
163,123,113
164,124,114
163,123,113
162,122,112
161,121,111
163,125,114
164,126,115
166,128,117
167,129,118
166,128,117
164,126,115
162,122,112
160,120,110
169,129,119
167,127,117
166,124,112
164,122,110
164,122,110
165,123,111
169,125,114
171,127,116
163,119,110
163,119,110
165,121,112
167,123,114
169,125,114
171,127,116
172,128,117
173,129,118
172,128,115
170,126,113
167,123,110
163,119,106
160,117,101
162,119,103
166,123,107
170,127,111
