R,G,B
161,125,113
160,124,112
161,127,115
160,126,114
159,127,114
160,128,115
162,130,117
163,131,118
163,131,118
161,129,118
154,120,111
156,119,113
156,119,113
157,120,114
158,121,115
159,122,116
161,122,115
162,123,116
158,118,110
157,117,109
155,115,107
152,112,104
151,108,99
151,108,99
153,110,101
156,114,102
165,123,109
163,121,105
160,118,104
158,116,102
156,116,106
158,118,108
161,120,114
163,122,116
161,122,117
160,121,116
158,121,113
158,121,113
160,123,115
162,125,116
162,125,116
162,126,114
164,126,115
162,124,111
161,123,110
159,121,108
158,120,107
158,120,107
159,121,108
159,121,108
161,123,110
153,120,105
159,125,113
158,124,112
157,123,113
157,123,113
157,123,113
159,125,115
160,126,116
161,127,117
168,130,119
164,126,115
159,121,110
157,119,108
158,120,109
161,123,112
164,126,115
164,126,115
167,129,118
163,125,114
160,122,111
160,122,111
163,125,114
165,127,116
164,126,115
162,124,113
163,127,115
164,128,116
161,125,113
156,120,108
155,119,105
159,123,109
161,125,111
159,123,109
156,120,104
162,126,110
168,132,116
169,133,117
165,130,111
162,127,108
164,129,110
166,130,114
163,127,115
161,124,115
159,122,113
160,123,114
160,123,114
160,123,114
157,120,111
154,117,108
157,120,111
159,122,113
161,124,115
160,123,114
157,120,111
156,119,110
157,120,111
159,123,111
160,124,110
164,128,112
168,132,116
169,133,117
166,130,116
162,126,112
159,123,109
157,121,107
158,122,110
159,123,111
162,125,116
165,128,119
167,130,121
166,129,120
163,126,117
161,124,115
160,124,112
159,123,111
158,122,110
157,121,109
156,120,108
155,119,107
156,120,108
156,120,108
159,123,111
159,123,111
160,124,112
159,123,111
157,121,109
156,120,108
157,121,109
157,121,107
155,122,107
155,122,105
155,122,105
154,121,104
153,120,105
151,118,103
149,116,101
148,115,100
155,121,109
155,121,109
156,122,112
156,122,112
157,123,113
158,124,114
158,124,114
159,125,115
156,122,110
157,123,111
159,125,113
161,127,115
160,126,114
157,123,111
153,119,107
151,117,105
153,119,107
152,118,106
151,117,105
153,119,107
157,123,111
161,127,115
163,129,117
163,129,117
165,129,117
162,126,114
161,125,113
163,127,115
167,131,119
170,134,122
168,132,120
166,130,118
164,128,116
164,128,116
163,127,115
162,126,114
159,123,111
156,120,108
153,117,105
151,115,103
150,114,102
152,116,104
155,119,107
158,122,110
160,124,112
161,125,113
159,125,113
158,124,112
164,130,118
162,128,116
160,128,115
160,128,115
160,131,117
161,132,118
160,131,117
161,129,118
156,121,115
156,121,117
155,120,114
155,120,114
157,120,114
158,121,115
160,121,114
160,121,114
157,116,110
157,116,110
159,116,109
156,113,106
155,112,105
156,113,106
160,115,109
163,119,110
163,121,107
161,119,103
159,117,103
158,116,102
157,117,107
160,120,110
164,123,117
166,125,119
164,125,120
161,122,117
158,121,115
158,121,113
160,123,115
161,124,115
160,123,114
158,122,110
165,127,116
164,126,115
161,123,112
159,121,110
159,121,110
159,121,110
160,122,111
161,123,112
164,126,115
155,122,107
159,125,113
158,124,112
157,123,113
156,122,112
157,123,113
158,124,114
160,126,116
161,127,117
167,129,118
164,126,115
159,121,110
157,119,108
158,120,109
160,122,111
161,123,112
161,123,112
166,128,117
162,124,113
159,121,110
160,122,111
163,125,114
164,126,115
162,124,113
159,121,110
162,126,114
163,127,115
161,125,113
156,120,108
155,119,105
159,123,109
161,125,111
159,123,109
153,117,101
161,125,109
169,133,117
169,133,117
163,128,109
160,125,106
165,130,111
170,134,118
170,134,122
166,129,120
162,125,116
161,124,115
162,125,116
162,125,116
158,121,112
154,117,108
153,116,107
156,119,110
160,123,114
159,122,113
156,119,110
155,118,109
156,119,110
158,122,110
159,123,109
163,127,111
167,131,115
169,133,117
167,131,117
163,127,113
159,123,109
158,122,108
160,124,112
162,126,114
164,127,118
165,128,119
166,129,120
165,128,119
163,126,117
162,125,116
159,123,111
159,123,111
159,123,111
158,122,110
158,122,110
158,122,110
158,122,110
157,121,109
161,125,113
161,125,113
160,124,112
159,123,111
158,122,110
156,120,108
156,120,108
155,119,105
156,123,108
156,123,106
157,124,107
156,123,106
154,121,106
152,119,104
149,116,101
148,115,100
157,123,111
157,123,111
157,123,113
157,123,113
157,123,113
157,123,113
157,123,113
157,123,113
158,124,112
159,125,113
162,128,116
163,129,117
163,129,117
161,127,115
158,124,112
156,122,110
156,122,110
154,120,108
153,119,107
154,120,108
158,124,112
161,127,115
163,129,117
163,129,117
167,131,119
166,130,118
166,130,118
167,131,119
170,134,122
171,135,123
171,135,123
170,134,122
166,130,118
164,128,116
162,126,114
159,123,111
157,121,109
154,118,106
152,116,104
151,115,103
151,115,103
152,116,104
155,119,107
157,121,109
159,123,111
160,124,112
158,124,112
158,124,112
164,130,118
162,128,116
159,127,114
158,126,113
158,129,115
159,130,116
158,129,115
157,127,116
158,123,117
157,122,118
156,121,115
155,120,114
157,120,114
157,120,114
159,120,113
159,120,113
159,118,112
159,118,112
161,118,111
160,117,110
159,116,109
161,118,111
166,121,115
169,125,116
164,122,108
163,121,105
162,120,106
161,119,107
160,120,110
163,123,115
166,125,119
167,126,120
169,130,125
165,126,121
160,123,117
159,122,116
160,123,115
160,123,115
157,120,112
154,117,108
168,130,119
167,129,118
165,127,116
164,126,115
163,125,114
163,125,114
164,126,115
164,126,115
165,127,116
158,125,110
157,123,111
157,123,111
156,122,112
155,121,111
155,121,111
157,123,113
158,124,114
159,125,115
163,125,114
161,123,112
158,120,109
157,119,108
159,121,110
160,122,111
160,122,111
160,122,111
165,127,116
162,124,113
159,121,110
160,122,111
163,125,114
164,126,115
161,123,112
158,120,109
160,124,112
162,126,114
161,125,113
156,120,108
156,120,106
160,124,110
160,124,110
158,122,108
154,118,102
160,124,108
166,130,114
167,131,115
165,130,111
163,128,109
167,132,113
171,135,119
170,134,122
165,128,119
160,123,114
158,121,112
160,123,114
160,123,114
157,120,111
154,117,108
150,113,104
155,118,109
159,122,113
159,122,113
156,119,110
154,117,108
157,120,111
160,124,112
160,124,110
163,127,111
165,129,113
166,130,114
164,128,114
162,126,112
162,126,112
162,126,112
162,126,114
163,127,115
164,127,118
164,127,118
163,126,117
162,125,116
161,124,115
161,124,115
157,121,109
158,122,110
160,124,112
161,125,113
161,125,113
160,124,112
159,123,111
158,122,110
161,125,113
160,124,112
159,123,111
159,123,111
159,123,111
158,122,110
157,121,109
156,120,106
159,126,111
158,125,108
157,124,107
156,123,106
155,122,107
154,121,106
154,121,106
154,121,106
161,127,115
160,126,114
160,126,116
159,125,115
158,124,114
157,123,113
157,123,113
156,122,112
155,121,109
157,123,111
160,126,114
162,128,116
163,129,117
161,127,115
159,125,113
157,123,111
155,121,109
153,119,107
152,118,106
154,120,108
159,125,113
163,129,117
166,132,120
166,132,120
167,131,119
168,132,120
169,133,121
168,132,120
167,131,119
166,130,118
167,131,119
168,132,120
168,132,120
166,130,118
162,126,114
158,122,110
155,119,107
154,118,106
154,118,106
154,118,106
152,116,104
153,117,105
155,119,107
157,121,109
157,123,111
157,123,111
157,123,111
157,123,111
160,128,115
158,126,113
155,123,110
155,123,110
154,125,111
155,126,112
154,125,111
153,123,112
157,122,116
156,121,117
156,121,117
155,120,116
157,120,114
158,121,115
159,120,115
160,121,116
158,117,111
158,117,111
160,117,110
159,116,109
158,115,108
160,117,110
165,120,114
168,124,115
164,122,108
163,121,105
162,120,106
162,120,108
160,120,110
160,120,112
161,120,114
161,120,116
167,127,125
163,123,121
158,121,115
158,121,115
161,124,118
163,126,118
160,123,115
157,120,111
168,130,119
167,129,118
166,128,117
165,127,116
164,126,115
164,126,115
164,126,115
164,126,115
164,126,115
160,126,114
156,122,110
156,122,110
155,121,111
154,120,110
154,120,110
156,122,112
157,123,113
160,123,114
159,121,110
158,120,109
156,118,107
157,119,108
159,121,110
161,123,112
161,123,112
160,122,111
166,128,117
162,124,113
160,122,111
160,122,111
163,125,114
164,126,115
161,123,112
158,120,109
159,122,113
161,124,115
161,124,115
157,121,109
157,121,109
160,124,112
160,124,112
158,122,108
156,120,106
158,122,108
162,126,112
165,129,113
166,130,114
167,131,115
168,132,116
169,133,117
167,131,119
161,124,115
154,117,108
153,116,107
156,119,110
157,120,111
155,118,109
152,115,106
149,112,103
155,118,109
160,123,114
160,123,114
157,120,111
155,118,109
158,121,112
161,125,113
163,127,113
163,127,111
163,127,111
162,126,110
161,125,111
161,125,111
164,128,114
166,130,116
162,126,114
163,127,115
163,126,117
162,125,116
160,123,114
159,122,113
159,122,113
160,123,114
156,120,108
158,122,110
161,125,113
162,126,114
163,127,115
162,126,114
160,124,112
159,123,111
158,122,110
157,121,109
156,120,108
157,121,109
158,122,110
159,123,111
158,122,110
157,121,109
164,128,114
162,126,110
159,123,107
157,121,105
156,120,106
159,123,109
162,126,112
164,128,114
166,130,116
163,129,117
164,128,116
161,127,115
159,125,113
158,124,112
157,123,111
157,123,111
151,117,105
153,120,105
156,122,110
159,126,111
160,126,114
158,125,110
156,122,110
155,122,107
154,120,108
152,119,104
152,118,106
154,121,106
159,125,113
165,132,117
168,134,122
169,136,121
165,129,115
167,131,117
168,132,118
166,130,116
162,126,112
159,123,109
160,124,110
163,127,113
170,134,122
167,131,119
163,127,115
158,122,110
155,119,107
155,119,107
156,120,108
156,120,108
153,117,105
154,118,106
156,120,108
157,121,109
156,122,110
157,123,111
157,123,111
157,123,111
158,126,113
156,124,111
153,121,108
152,120,107
152,120,107
151,122,108
153,121,108
152,120,109
155,121,112
155,120,114
157,120,114
157,120,114
158,121,113
159,122,114
161,122,115
162,123,116
155,114,108
155,115,107
155,115,107
153,113,105
154,111,104
155,112,105
159,116,109
162,119,110
162,120,108
160,121,106
161,119,105
158,118,106
156,116,106
155,115,107
154,113,107
153,112,106
161,122,117
157,118,113
154,117,109
157,120,112
163,126,118
168,131,123
167,130,122
164,127,118
165,127,116
165,127,116
164,126,115
164,126,115
163,125,114
162,124,113
161,123,112
161,123,112
163,125,114
159,122,113
157,120,111
154,117,108
153,116,107
155,118,109
159,122,113
162,125,116
162,125,116
161,124,115
158,120,109
157,119,108
155,117,106
154,116,105
154,116,105
155,117,106
157,119,108
158,120,109
156,118,107
158,120,109
157,119,108
154,116,105
156,118,107
161,123,112
160,122,111
156,118,109
156,119,111
158,124,115
161,127,118
160,126,117
157,123,114
153,119,109
154,117,108
155,119,107
155,119,107
154,118,106
156,118,107
159,121,108
164,126,113
166,128,115
163,125,112
161,123,110
162,124,113
159,121,110
156,118,107
154,116,105
154,116,105
154,116,105
154,116,105
153,115,104
155,117,106
156,118,107
157,119,108
158,120,109
158,120,109
159,121,110
160,122,111
160,122,111
158,122,108
159,123,107
159,123,107
158,122,106
157,121,107
158,122,108
161,125,111
163,127,113
156,120,108
159,123,111
163,126,117
166,129,120
165,128,119
161,124,115
156,119,110
153,116,107
156,122,112
157,123,113
158,124,114
158,124,114
157,123,113
154,120,110
151,117,107
149,115,105
153,119,109
155,121,111
157,123,113
158,124,114
158,124,114
159,125,115
161,127,117
165,129,117
167,129,116
165,126,111
161,122,107
157,118,103
157,118,103
159,120,105
162,125,109
164,127,111
164,127,111
161,125,111
160,122,109
156,120,106
155,119,105
155,119,105
157,121,107
158,122,108
156,120,106
157,121,105
159,123,109
161,125,109
162,126,112
162,126,110
161,125,111
161,125,109
155,119,105
157,121,105
159,123,109
162,126,110
164,128,114
165,129,113
166,130,116
167,131,115
167,131,115
167,131,115
166,130,114
162,126,110
157,121,105
157,121,105
161,125,109
165,129,113
169,133,119
167,131,117
164,128,114
161,125,111
158,122,108
157,121,107
157,121,109
157,121,109
152,118,106
154,120,108
158,124,112
161,127,115
163,129,117
162,128,116
161,127,115
159,125,113
156,122,110
159,125,113
162,128,116
161,127,115
158,124,112
153,121,108
152,118,106
151,117,105
153,116,107
152,115,106
152,114,105
152,114,105
152,114,105
154,116,107
156,118,109
157,119,110
152,114,105
158,120,109
163,125,114
161,123,112
157,117,107
154,114,104
158,118,108
163,123,113
166,126,116
167,129,116
168,128,116
164,126,115
159,121,110
155,117,106
155,117,108
156,118,109
157,119,110
159,121,112
162,124,115
165,127,118
167,129,120
167,129,120
166,128,119
165,127,116
166,130,118
164,128,116
161,125,113
158,122,110
157,121,109
158,122,110
161,123,112
162,124,113
165,125,115
158,121,112
157,120,111
155,118,109
154,117,108
156,119,110
159,122,113
162,125,116
162,125,116
161,124,115
162,124,113
160,122,111
158,120,109
155,117,106
153,115,104
152,114,103
152,114,103
153,115,104
158,120,109
158,120,109
155,117,106
151,113,102
153,115,104
159,121,110
160,122,111
156,119,110
151,114,106
153,118,112
157,122,116
158,123,117
157,123,114
155,121,112
158,121,112
159,122,113
154,117,108
153,116,107
153,115,104
155,117,106
158,120,109
160,122,111
159,119,109
157,117,107
160,122,111
158,120,109
155,117,106
155,117,106
156,118,107
158,120,109
157,119,108
157,119,108
156,118,107
158,120,109
161,123,112
162,124,113
162,124,113
160,122,111
156,118,107
154,116,103
156,120,106
156,120,104
157,121,105
159,123,107
159,123,109
159,123,109
159,123,109
158,122,108
158,122,110
160,124,112
162,125,116
164,127,118
164,127,118
163,126,117
161,124,115
159,122,113
156,122,112
157,123,113
158,124,114
159,125,115
158,124,114
155,121,111
152,118,108
150,116,106
154,120,110
155,121,111
155,121,111
157,123,113
158,124,114
159,125,115
159,125,115
161,125,113
164,124,112
164,122,108
162,120,106
161,119,105
161,119,105
164,122,108
165,126,111
167,128,113
165,128,112
163,126,110
161,124,108
158,121,105
156,120,104
157,121,105
158,122,106
159,123,107
159,123,107
160,124,108
161,125,109
162,126,110
163,127,111
163,127,111
163,127,111
163,127,111
158,122,106
159,123,107
160,124,108
162,126,110
164,128,112
166,130,114
168,132,116
169,133,117
170,135,116
170,135,116
168,133,114
165,130,111
162,127,108
162,127,108
164,128,112
166,130,114
165,129,113
164,128,112
163,127,113
161,125,111
159,123,109
158,122,108
157,121,109
157,121,109
158,124,112
159,125,113
161,127,115
162,128,116
162,128,116
161,127,115
160,126,114
159,125,113
157,123,111
161,127,115
164,130,118
165,131,119
163,129,117
158,124,112
155,121,109
154,120,108
154,116,105
153,115,104
152,114,103
151,113,102
152,114,103
155,117,106
157,119,108
159,121,110
162,124,113
166,128,117
168,130,119
167,129,118
163,125,114
161,123,112
163,125,114
166,128,117
166,128,117
168,130,119
170,132,121
168,130,119
163,125,114
160,122,111
159,121,110
159,121,110
158,120,109
160,122,111
162,124,113
164,126,115
165,127,116
164,126,115
163,125,114
162,124,113
164,128,116
163,127,115
163,127,115
162,126,114
161,125,113
161,125,113
161,123,112
161,123,112
166,126,116
157,120,111
158,121,112
157,120,111
156,119,110
157,120,111
160,123,114
162,125,116
162,125,116
161,124,115
165,127,116
163,125,114
160,122,111
157,119,108
155,117,106
154,116,105
154,116,105
154,116,105
158,120,109
158,120,109
153,115,104
149,111,100
151,113,102
157,119,108
160,122,111
157,120,111
149,112,104
151,117,108
155,121,112
157,123,114
157,123,114
156,122,113
158,121,112
159,122,113
154,117,108
152,115,106
152,114,103
154,116,105
156,118,107
158,120,109
160,120,108
159,119,107
163,125,114
161,123,112
158,120,109
158,120,109
159,121,110
159,121,110
158,120,109
157,119,108
156,118,107
159,121,110
164,126,115
167,129,118
166,128,117
161,123,112
155,117,106
151,113,100
156,120,106
155,119,103
155,119,103
158,122,106
161,125,111
161,125,111
157,121,107
153,117,103
159,123,111
159,123,111
160,123,114
161,124,115
161,124,115
162,125,116
163,126,117
163,126,117
156,122,112
157,123,113
159,125,115
160,126,116
159,125,115
157,123,113
155,121,111
153,119,109
159,125,115
157,123,113
156,122,112
158,124,114
162,128,118
163,129,119
161,127,117
160,124,112
164,124,112
165,123,109
164,122,108
164,122,108
162,123,108
162,123,108
163,124,109
164,125,110
164,127,111
163,126,110
161,124,108
159,122,106
158,122,106
158,122,106
159,123,107
160,124,108
164,128,112
163,127,111
163,127,111
163,127,111
163,127,111
163,127,111
164,128,112
164,128,112
161,125,109
161,125,109
161,125,109
162,126,110
164,128,112
167,131,115
169,133,117
171,135,119
174,139,120
171,136,117
169,134,115
168,133,114
168,133,114
167,132,113
166,130,114
165,129,113
156,120,106
157,121,107
158,122,108
160,124,110
161,125,113
161,125,113
162,126,114
162,126,114
161,127,115
161,127,115
160,126,114
159,125,113
158,124,112
156,122,110
155,121,109
155,121,109
153,119,107
157,123,111
162,128,116
165,131,119
163,129,117
158,124,112
154,120,108
152,118,106
155,117,106
154,116,105
152,114,103
152,114,103
153,115,104
157,119,108
161,123,112
163,125,114
172,134,123
171,133,122
171,133,122
169,131,120
168,130,119
167,129,118
166,128,117
166,128,117
161,123,112
163,125,114
166,128,117
165,127,116
163,125,114
160,122,111
158,120,109
157,119,108
159,121,110
160,122,111
161,123,112
162,124,113
162,124,113
161,123,112
160,122,111
158,120,109
160,124,112
161,125,113
163,127,115
164,128,116
165,129,117
164,128,116
164,126,115
164,126,115
169,129,119
157,120,111
159,122,113
158,121,112
158,121,112
158,121,112
159,122,113
160,123,114
161,124,115
161,124,115
164,126,115
162,124,113
160,122,111
159,121,110
158,120,109
158,120,109
159,121,110
160,122,111
156,118,107
156,118,107
153,115,104
150,112,101
152,114,103
157,119,108
159,121,110
155,119,107
153,116,108
153,119,110
156,122,113
157,123,114
157,123,114
156,122,113
156,119,110
156,119,110
156,119,110
155,118,109
156,118,107
157,119,108
160,122,111
163,125,114
167,127,115
168,128,116
169,131,120
167,129,118
164,126,115
162,124,113
160,122,111
159,121,110
156,118,107
154,116,105
153,115,104
157,119,108
162,124,113
166,128,117
167,129,118
164,126,115
160,122,111
157,119,106
160,124,108
157,121,105
154,118,102
157,121,105
161,125,111
163,127,113
159,123,109
154,118,104
158,122,110
158,122,110
159,122,113
160,123,114
160,123,114
160,123,114
160,123,114
160,123,114
156,122,112
157,123,113
159,125,115
160,126,116
160,126,116
159,125,115
157,123,113
155,121,111
165,131,121
161,127,117
159,125,115
162,128,118
167,133,123
168,134,124
164,130,120
161,125,113
167,127,115
169,127,113
169,127,113
168,126,112
164,125,110
161,122,107
159,120,105
158,119,104
162,125,109
161,124,108
160,123,107
159,122,106
158,122,106
158,122,106
159,123,107
159,123,107
165,129,113
164,128,112
163,127,111
161,125,109
161,125,109
162,126,110
163,127,111
164,128,112
163,127,111
162,126,110
161,125,109
161,125,109
163,127,111
166,130,114
169,133,117
171,135,119
173,138,119
170,135,116
167,132,113
167,132,113
169,134,115
169,134,115
166,130,114
162,126,110
148,112,98
150,114,100
154,118,104
159,123,109
162,126,114
165,129,117
166,130,118
167,131,119
164,130,118
162,128,116
160,126,114
158,124,112
157,123,111
156,122,110
156,122,110
157,123,111
151,117,105
156,122,110
163,129,117
166,132,120
165,131,119
161,127,115
156,122,110
154,120,108
158,120,109
156,118,107
155,117,106
154,116,105
156,118,107
160,122,111
164,126,115
167,129,118
173,135,124
169,131,120
166,128,117
165,127,116
166,128,117
165,127,116
163,125,114
160,122,111
158,120,109
160,122,111
163,125,114
164,126,115
163,125,114
160,122,111
158,120,109
157,119,108
158,120,109
159,121,110
160,122,111
161,123,112
161,123,112
160,122,111
159,121,110
158,120,109
157,121,109
159,123,111
161,125,113
163,127,115
166,130,118
168,132,120
170,132,121
170,132,121
170,130,120
156,119,110
159,122,113
159,122,113
159,122,113
158,121,112
158,121,112
158,121,112
160,123,114
161,124,115
162,124,113
161,123,112
159,121,110
157,119,108
157,119,108
157,119,108
158,120,109
159,121,110
153,115,104
155,117,106
155,117,106
153,115,104
155,117,106
159,121,110
157,119,108
151,115,103
155,118,110
154,120,111
156,122,113
157,123,114
158,124,114
157,123,113
157,120,111
155,118,109
161,125,113
161,125,113
162,124,113
162,124,113
163,125,112
165,127,114
169,129,117
171,131,119
170,132,119
168,130,117
165,127,114
164,126,113
163,125,112
161,123,110
157,119,106
155,117,104
151,113,100
154,116,103
158,120,107
162,124,111
165,127,114
167,129,116
167,129,116
167,129,116
166,130,114
160,124,108
155,119,103
155,119,103
160,124,110
163,127,113
162,126,112
159,123,109
159,123,111
160,124,112
162,125,116
163,126,117
163,126,117
161,124,115
158,121,112
157,120,111
156,122,112
158,124,114
160,126,116
161,127,117
161,127,117
159,125,115
157,123,113
155,121,111
165,131,121
162,128,118
160,126,116
163,129,119
168,134,124
169,135,125
164,130,120
161,125,113
167,127,115
169,127,115
168,128,116
168,128,116
166,126,114
163,123,111
159,121,108
157,119,106
158,120,107
158,120,107
157,121,107
156,120,106
157,121,107
157,121,107
156,123,108
156,123,108
164,128,114
162,126,112
161,125,111
160,124,110
159,123,109
160,124,110
161,125,111
162,126,112
162,126,112
161,125,111
160,124,110
160,124,110
162,126,112
165,129,115
168,132,118
170,134,118
170,135,116
167,132,113
164,129,110
164,129,110
166,130,114
166,130,114
162,126,110
159,123,107
150,114,100
152,116,102
156,120,108
159,123,111
162,126,114
164,128,116
164,128,116
164,128,116
165,131,119
164,130,118
162,128,116
160,126,114
159,125,113
160,126,114
161,127,115
162,128,116
157,123,111
162,128,116
169,135,123
172,138,126
171,137,125
167,133,121
163,129,117
161,127,115
160,122,111
159,121,110
158,120,109
158,120,109
160,122,111
163,125,114
167,129,118
169,131,120
170,132,121
165,127,116
161,123,112
160,122,111
162,124,113
163,125,114
160,122,111
157,119,108
162,124,113
163,125,114
164,126,115
166,128,117
166,128,117
165,127,116
163,125,114
161,123,112
157,119,108
158,120,109
159,121,110
160,122,111
161,123,112
161,123,112
161,123,112
161,123,112
157,121,109
157,121,109
158,122,110
160,124,112
164,128,116
169,133,121
174,136,125
177,139,128
170,130,120
157,120,111
158,121,112
159,122,113
159,122,113
158,121,112
156,119,110
156,119,110
157,120,111
159,122,113
161,123,112
159,121,110
157,119,108
154,116,105
153,115,104
152,114,103
153,115,104
153,115,104
152,114,103
155,117,106
156,118,107
156,118,107
158,120,109
160,122,111
157,119,108
150,114,102
152,115,106
150,116,107
152,118,109
155,121,112
158,124,114
159,125,115
159,122,113
157,120,111
161,125,113
162,126,114
164,126,115
163,125,114
162,124,111
161,123,110
164,124,112
166,126,114
166,128,115
165,127,114
164,126,113
164,126,113
165,127,114
165,127,114
162,124,111
160,122,109
152,114,101
153,115,102
155,117,104
159,121,108
163,125,112
166,128,115
169,131,118
171,133,120
168,132,116
163,127,111
157,121,105
155,119,103
158,122,108
161,125,111
162,126,112
162,126,112
161,125,113
163,127,115
165,128,119
166,129,120
165,128,119
162,125,116
159,122,113
157,120,111
157,123,113
158,124,114
160,126,116
161,127,117
160,126,116
158,124,114
156,122,112
154,120,110
159,125,115
158,124,114
158,124,114
161,127,117
165,131,121
165,131,121
161,127,117
159,123,111
162,122,110
166,124,112
166,126,114
168,128,116
168,128,116
166,126,114
163,125,112
162,124,111
155,117,104
156,118,105
155,119,105
156,120,106
157,121,107
157,121,107
156,123,108
156,123,108
160,124,110
160,124,110
159,123,109
159,123,109
159,123,109
160,124,110
160,124,110
161,125,111
162,126,112
161,125,111
161,125,111
161,125,111
163,127,113
165,129,115
167,131,117
168,132,118
167,131,115
165,130,111
163,128,109
162,127,108
162,126,110
161,125,109
160,124,108
159,123,107
160,124,110
160,124,110
161,125,113
161,125,113
160,124,112
159,123,111
158,122,110
157,121,109
159,125,113
158,124,112
156,122,110
155,121,109
155,121,109
156,122,110
157,123,111
158,124,112
158,124,112
162,128,116
168,134,122
171,137,125
170,136,124
166,132,120
163,129,117
163,127,115
160,122,111
159,121,110
159,121,110
160,122,111
161,123,112
163,125,114
166,128,117
167,129,118
168,130,119
164,126,115
160,122,111
160,122,111
162,124,113
163,125,114
162,124,113
161,123,112
163,125,114
162,124,113
161,123,112
162,124,113
164,126,115
164,126,115
163,125,114
161,123,112
159,121,110
160,122,111
160,122,111
161,123,112
162,124,113
163,125,114
164,126,115
164,126,115
158,122,110
158,122,110
158,122,110
159,123,111
163,127,115
168,132,120
174,136,125
177,139,128
169,129,119
158,121,112
157,120,111
159,122,113
159,122,113
157,120,111
154,117,108
153,116,107
155,118,109
158,121,112
159,121,110
158,120,109
156,118,107
154,116,105
153,115,104
153,115,104
154,116,105
155,117,106
154,116,105
156,118,107
156,118,107
155,117,106
157,119,108
160,122,111
159,121,110
153,117,105
151,114,105
149,115,105
150,116,106
153,119,109
156,122,112
156,122,112
155,119,107
152,116,104
154,118,106
157,121,109
161,123,110
162,124,111
161,123,110
161,123,110
164,125,110
166,127,112
164,126,113
164,126,113
164,126,113
165,127,114
166,128,115
166,128,115
163,125,112
161,123,110
155,117,104
156,118,105
157,119,106
159,121,108
161,123,110
164,126,113
165,127,114
166,128,115
164,128,112
162,126,110
159,123,107
158,122,106
157,121,107
159,123,109
160,124,110
161,125,111
160,124,112
160,124,112
161,124,115
161,124,115
161,124,115
160,123,114
159,122,113
159,122,113
160,124,112
161,125,113
162,126,114
162,126,114
161,125,113
159,123,111
156,120,108
154,118,106
155,119,107
157,121,109
160,124,112
163,127,115
164,128,116
164,128,116
162,126,114
160,124,112
162,122,110
164,124,112
166,126,114
167,127,115
167,129,116
166,128,115
165,127,114
164,126,113
154,118,104
155,119,105
156,120,106
157,121,107
156,123,108
156,123,108
157,124,109
157,124,109
157,121,107
158,122,108
159,123,109
160,124,110
160,124,110
161,125,111
161,125,111
160,124,110
162,126,112
162,126,112
163,127,113
164,128,114
165,129,115
166,130,116
167,131,117
168,132,118
168,132,116
167,131,115
165,129,113
162,126,110
160,124,108
159,123,107
161,125,111
163,127,113
166,130,118
165,129,117
163,127,115
161,125,113
159,122,113
157,120,111
157,120,111
156,119,110
156,120,108
156,120,108
155,119,107
154,118,106
154,118,106
154,118,106
154,118,106
154,118,106
158,122,110
162,126,114
167,131,119
168,132,120
167,131,119
163,127,115
161,125,113
160,124,112
157,119,108
158,120,109
159,121,110
160,122,111
161,123,112
162,124,113
162,124,113
162,124,113
166,128,117
164,126,115
162,124,113
162,124,113
163,125,114
166,128,117
167,129,118
168,130,119
163,125,114
160,122,111
158,120,109
158,120,109
160,122,111
161,123,112
161,123,112
159,121,110
164,126,115
164,126,115
163,125,114
163,125,114
163,125,114
164,126,115
164,126,115
165,127,116
161,125,113
161,125,113
161,125,113
161,125,113
163,127,115
165,129,117
168,130,119
170,132,121
168,128,118
159,122,113
156,119,110
158,121,112
159,122,113
157,120,111
153,116,107
152,115,106
154,117,108
157,120,111
157,119,108
156,118,107
156,118,107
156,118,107
157,119,108
159,121,110
161,123,112
162,124,113
157,119,108
158,120,109
156,118,107
153,115,104
155,117,106
160,122,111
160,122,111
156,120,108
154,117,108
150,116,106
150,116,106
151,117,107
153,119,109
152,118,108
149,113,101
145,109,97
144,108,96
150,114,100
157,119,106
161,123,110
163,125,112
165,127,114
169,130,115
172,133,118
167,129,116
166,128,115
165,127,114
166,128,115
166,128,115
164,126,113
161,123,110
158,120,107
158,120,107
159,121,108
160,122,109
161,123,110
161,123,110
161,123,110
160,122,109
159,121,108
160,124,108
161,125,109
161,125,109
160,124,108
158,122,108
157,121,107
158,122,108
159,123,109
156,120,108
155,119,107
154,117,108
153,116,107
154,117,108
156,119,110
158,121,112
160,123,114
160,124,112
161,125,113
162,126,114
162,126,114
161,125,113
158,122,110
155,119,107
153,117,105
154,118,106
158,122,110
162,126,114
165,129,117
165,129,117
164,128,116
163,127,115
163,127,115
165,127,114
167,127,115
167,127,115
168,128,116
166,128,115
165,127,114
163,125,112
162,124,111
154,118,104
155,119,105
157,121,107
156,123,108
157,124,109
158,125,110
158,125,110
158,125,110
155,119,105
157,121,107
159,123,109
161,125,111
162,126,112
162,126,112
161,125,111
161,125,111
162,126,112
163,127,113
165,129,115
166,130,116
168,132,118
168,132,118
168,132,118
168,132,118
169,133,117
169,133,117
168,132,116
164,128,112
159,123,107
159,123,107
163,127,113
167,131,117
165,129,117
164,128,116
162,126,114
160,124,112
159,122,113
159,122,113
160,123,114
160,123,114
162,126,114
161,125,113
161,125,113
160,124,112
159,123,111
158,122,110
157,121,109
156,120,108
162,126,114
165,129,117
